단속장소,count,도로명주소,지번주소
서울특별시 강서구 등촌로 임광아파트,1,"서울특별시 강서구 등촌로 113 (등촌동, 그린임광아파트)",서울특별시 강서구 등촌동 562-5 그린임광아파트
서울특별시 강서구 가양동1481-3,1,no,no
서울특별시 강서구 등촌로123,1,서울특별시 강서구 등촌로 123 (등촌동),서울특별시 강서구 등촌동 562-3 하이트맥주주식회사
서울특별시 강서구 등촌로13가길 26,1,서울특별시 강서구 등촌로13가길 26 (등촌동),서울특별시 강서구 등촌동 569-21
서울특별시 강서구 등촌로13가길 35,1,서울특별시 강서구 등촌로13가길 35 (등촌동),서울특별시 강서구 등촌동 571-5
서울특별시 강서구 등촌로13길 ,1,"서울특별시 강서구 등촌로13길 69 (화곡동, 서울빌라)",서울특별시 강서구 화곡동 815-8 서울빌라
서울특별시 강서구 등촌로13길 102,1,"서울특별시 강서구 등촌로13길 102 (화곡동, 청송평화하이맨션)",서울특별시 강서구 화곡동 504-117 청송평화하이맨션
서울특별시 강서구 등촌로13길 110 ,1,서울특별시 강서구 등촌로13길 110 (화곡동),서울특별시 강서구 화곡동 488-2 한광고등학교
서울특별시 강서구 등촌로13길 110(한광고앞),1,서울특별시 강서구 등촌로13길 110 (화곡동),서울특별시 강서구 화곡동 488-2 한광고등학교
서울특별시 강서구 가양동1484-2,1,no,no
서울특별시 강서구 가양동424-1,1,no,no
서울특별시 강서구 가양동451-4,1,no,no
"서울특별시 강서구 등촌로13길 162-16,",1,"서울특별시 강서구 등촌로13길 162-16 (화곡동, 이화골드빌)",서울특별시 강서구 화곡동 488-33 이화골드빌
서울특별시 강서구 등촌로13길 163,1,서울특별시 강서구 등촌로13길 163 (화곡동),서울특별시 강서구 화곡동 488-9
서울특별시 강서구 등촌로13길 167,1,서울특별시 강서구 등촌로13길 167 (화곡동),서울특별시 강서구 화곡동 488-8
서울특별시 강서구 가양역  앞,1,no,no
서울특별시 강서구 등촌로13길 28,1,서울특별시 강서구 등촌로13길 28 (화곡동),서울특별시 강서구 화곡동 504-141
서울특별시 강서구 등촌로13길 31,1,서울특별시 강서구 등촌로13길 31 (화곡동),서울특별시 강서구 화곡동 808-1
서울특별시 강서구 강서고 463,1,no,no
서울특별시 강서구 강서고148,1,no,no
서울특별시 강서구 강서구 공항대로65길 39 공항대로6,1,no,no
서울특별시 강서구 등촌로13길 41 ,1,서울특별시 강서구 등촌로13길 41 (화곡동),서울특별시 강서구 화곡동 808-15
서울특별시 강서구 강서구 공항동 1-1,1,no,no
서울특별시 강서구 등촌로13길 41-14 ,1,"서울특별시 강서구 등촌로13길 41-14 (화곡동, 호반디오빌)",서울특별시 강서구 화곡동 813-8 호반디오빌
서울특별시 강서구 등촌로13길 41-14(),1,"서울특별시 강서구 등촌로13길 41-14 (화곡동, 호반디오빌)",서울특별시 강서구 화곡동 813-8 호반디오빌
서울특별시 강서구 등촌로13길 41-3 ,1,서울특별시 강서구 등촌로13길 41-3 (화곡동),서울특별시 강서구 화곡동 808-14
서울특별시 강서구 강서구 공항동 1369-11,1,no,no
서울특별시 강서구 등촌로13길 50,1,서울특별시 강서구 등촌로13길 50 (화곡동),서울특별시 강서구 화곡동 504-60
서울특별시 강서구 등촌로13길 59,1,서울특별시 강서구 등촌로13길 59 (화곡동),서울특별시 강서구 화곡동 814-3
서울특별시 강서구 등촌로13길 60,1,서울특별시 강서구 등촌로13길 60 (화곡동),서울특별시 강서구 화곡동 504-48
서울특별시 강서구 등촌로13길 73,1,"서울특별시 강서구 등촌로13길 73 (화곡동, 대원맨션)",서울특별시 강서구 화곡동 815-7 대원맨션
서울특별시 강서구 강서구 공항동 18-2,1,no,no
서울특별시 강서구 등촌로13길 75,1,서울특별시 강서구 등촌로13길 75 (화곡동),서울특별시 강서구 화곡동 815-34
서울특별시 강서구 등촌로13길 75-1,1,서울특별시 강서구 등촌로13길 75-1 (화곡동),서울특별시 강서구 화곡동 815-6
서울특별시 강서구 등촌로13길 76 ,1,서울특별시 강서구 등촌로13길 76 (화곡동),서울특별시 강서구 화곡동 504-40
서울특별시 강서구 등촌로13길 78,1,"서울특별시 강서구 등촌로13길 78 (화곡동, 금호에스티지)",서울특별시 강서구 화곡동 504-132 금호에스티지
서울특별시 강서구 등촌로13길 82,1,서울특별시 강서구 등촌로13길 82 (화곡동),서울특별시 강서구 화곡동 504-91 나홍베스트빌
서울특별시 강서구 등촌로13길 92,1,서울특별시 강서구 등촌로13길 92 (화곡동),서울특별시 강서구 화곡동 504-85
서울특별시 강서구 등촌로13길 99,1,"서울특별시 강서구 등촌로13길 99 (화곡동, 살렘하우스5차)",서울특별시 강서구 화곡동 480-22 살렘하우스5차
서울특별시 강서구 강서구 공항동 69-3 남부순환로 공,1,no,no
서울특별시 강서구 강서구 공항동 694,1,no,no
서울특별시 강서구 강서구 공항동 694-12,1,no,no
서울특별시 강서구 강서구 공항동 694-14,1,no,no
서울특별시 강서구 강서구 공항동 산 24-4,1,no,no
서울특별시 강서구 등촌로13길 한광고,1,서울특별시 강서구 등촌로13길 110 (화곡동),서울특별시 강서구 화곡동 488-2 한광고등학교
서울특별시 강서구 등촌로13길 한광고교,1,서울특별시 강서구 등촌로13길 110 (화곡동),서울특별시 강서구 화곡동 488-2 한광고등학교
서울특별시 강서구 강서구 까치산로 101 화곡로44나길,1,no,no
서울특별시 강서구 강서구 내발산동 657-15,1,no,no
서울특별시 강서구 등촌로13나길 13,1,"서울특별시 강서구 등촌로13나길 13 (화곡동, 에코캐슬)",서울특별시 강서구 화곡동 504-135 에코캐슬
서울특별시 강서구 등촌로13나길 16-17,1,서울특별시 강서구 등촌로13나길 16-17 (등촌동),서울특별시 강서구 등촌동 573-1
서울특별시 강서구 등촌로13나길 16-21,1,"서울특별시 강서구 등촌로13나길 16-21 (등촌동, 멤버스빌비)",서울특별시 강서구 등촌동 574-1 멤버스빌비
서울특별시 강서구 등촌로13나길 16-3,1,"서울특별시 강서구 등촌로13나길 16-3 (화곡동, LK드림빌)",서울특별시 강서구 화곡동 504-12 LK드림빌
서울특별시 강서구 강서구 내발산동 677-25 강서구우,1,no,no
서울특별시 강서구 등촌로13나길 38,1,"서울특별시 강서구 등촌로13나길 38 (화곡동, 수정맨션)",서울특별시 강서구 화곡동 504-162 수정맨션
서울특별시 강서구 강서구 내발산동 724-22,1,no,no
서울특별시 강서구 등촌로13나길 41,1,서울특별시 강서구 등촌로13나길 41 (화곡동),서울특별시 강서구 화곡동 504-37
서울특별시 강서구 등촌로13다길 20,1,서울특별시 강서구 등촌로13다길 20 (화곡동),서울특별시 강서구 화곡동 814-14
서울특별시 강서구 등촌로13다길 22-17,1,서울특별시 강서구 등촌로13다길 22-17 (화곡동),서울특별시 강서구 화곡동 817-18
서울특별시 강서구 등촌로13다길 22-20,1,서울특별시 강서구 등촌로13다길 22-20 (화곡동),서울특별시 강서구 화곡동 816-28
서울특별시 강서구 등촌로13다길 22-21,1,서울특별시 강서구 등촌로13다길 22-21 (화곡동),서울특별시 강서구 화곡동 817-17
서울특별시 강서구 강서구 내발산동 724-30,1,no,no
서울특별시 강서구 등촌로13다길 22-4,1,"서울특별시 강서구 등촌로13다길 22-4 (화곡동, 신흥뜨란채)",서울특별시 강서구 화곡동 814-15 신흥뜨란채
서울특별시 강서구 등촌로13다길 23(),1,"서울특별시 강서구 등촌로13다길 23 (화곡동, 마당빌라)",서울특별시 강서구 화곡동 812-1 마당빌라
서울특별시 강서구 등촌로13다길 29 ,1,"서울특별시 강서구 등촌로13다길 29 (화곡동, 상진지오벨리아파트)",서울특별시 강서구 화곡동 1160 상진지오벨리아파트
서울특별시 강서구 등촌로13다길 32-10,1,서울특별시 강서구 등촌로13다길 32-10 (화곡동),서울특별시 강서구 화곡동 826-10
서울특별시 강서구 등촌로13다길 32-12,1,서울특별시 강서구 등촌로13다길 32-12 (화곡동),서울특별시 강서구 화곡동 826-11
서울특별시 강서구 등촌로13다길 32-18 ,1,서울특별시 강서구 등촌로13다길 32-18 (화곡동),서울특별시 강서구 화곡동 826-13
서울특별시 강서구 등촌로13다길 32-25,1,서울특별시 강서구 등촌로13다길 32-25 (화곡동),서울특별시 강서구 화곡동 818-4
서울특별시 강서구 등촌로13다길 32-33,1,"서울특별시 강서구 등촌로13다길 32-33 (화곡동, 초이스빌)",서울특별시 강서구 화곡동 818-16 초이스빌
서울특별시 강서구 등촌로13다길 38,1,서울특별시 강서구 등촌로13다길 38 (화곡동),서울특별시 강서구 화곡동 825-10
서울특별시 강서구 등촌로13다길 40-4,1,서울특별시 강서구 등촌로13다길 40-4 (화곡동),서울특별시 강서구 화곡동 825-11
서울특별시 강서구 등촌로13다길 46,1,"서울특별시 강서구 등촌로13다길 46 (화곡동, 디온빌)",서울특별시 강서구 화곡동 824-11 디온빌
서울특별시 강서구 등촌로13다길 59,1,서울특별시 강서구 등촌로13다길 59 (화곡동),서울특별시 강서구 화곡동 829-1
서울특별시 강서구 등촌로13다길 6,1,"서울특별시 강서구 등촌로13다길 6 (화곡동, 은하리버빌)",서울특별시 강서구 화곡동 814-7 은하리버빌
서울특별시 강서구 등촌로13다길 60 ,1,서울특별시 강서구 등촌로13다길 60 (화곡동),서울특별시 강서구 화곡동 823-7
서울특별시 강서구 등촌로13다길 7,1,서울특별시 강서구 등촌로13다길 7 (화곡동),서울특별시 강서구 화곡동 813-25
서울특별시 강서구 등촌로13다길 72,1,"서울특별시 강서구 등촌로13다길 72 (화곡동, 신원센스빌)",서울특별시 강서구 화곡동 823-23 신원센스빌
서울특별시 강서구 등촌로13다길 75 ,1,서울특별시 강서구 등촌로13다길 75 (화곡동),서울특별시 강서구 화곡동 831-20
서울특별시 강서구 강서구 내발산동 724-74,1,no,no
서울특별시 강서구 등촌로13다길 8-27,1,"서울특별시 강서구 등촌로13다길 8-27 (화곡동, 프레스티지)",서울특별시 강서구 화곡동 814-18 프레스티지
서울특별시 강서구 등촌로13다길 8-3,1,서울특별시 강서구 등촌로13다길 8-3 (화곡동),서울특별시 강서구 화곡동 814-11
서울특별시 강서구 등촌로13다길 8-33,1,"서울특별시 강서구 등촌로13다길 8-33 (화곡동, 프레스티지원)",서울특별시 강서구 화곡동 814-19 프레스티지원
서울특별시 강서구 등촌로13다길29,1,"서울특별시 강서구 등촌로13다길 29 (화곡동, 상진지오벨리아파트)",서울특별시 강서구 화곡동 1160 상진지오벨리아파트
서울특별시 강서구 등촌로13라길 12,1,"서울특별시 강서구 등촌로13라길 12 (화곡동, 성진파크맨션)",서울특별시 강서구 화곡동 816-4 성진파크맨션
서울특별시 강서구 등촌로13라길 45,1,"서울특별시 강서구 등촌로13라길 45 (화곡동, 유앤미)",서울특별시 강서구 화곡동 824-1 유앤미
서울특별시 강서구 등촌로13마길 11-19,1,서울특별시 강서구 등촌로13마길 11-19 (화곡동),서울특별시 강서구 화곡동 504-154
서울특별시 강서구 등촌로13마길 11-23 ,1,서울특별시 강서구 등촌로13마길 11-23 (화곡동),서울특별시 강서구 화곡동 504-183
서울특별시 강서구 등촌로13마길 11-24,1,서울특별시 강서구 등촌로13마길 11-24 (화곡동),서울특별시 강서구 화곡동 504-133
서울특별시 강서구 등촌로13마길 11-5,1,서울특별시 강서구 등촌로13마길 11-5 (화곡동),서울특별시 강서구 화곡동 504-122
서울특별시 강서구 등촌로13마길 17-11,1,서울특별시 강서구 등촌로13마길 17-11 (화곡동),서울특별시 강서구 화곡동 504-169
서울특별시 강서구 등촌로13마길 26-6,1,서울특별시 강서구 등촌로13마길 26-6 (화곡동),서울특별시 강서구 화곡동 504-139
서울특별시 강서구 강서구 내발산동 727-5,1,no,no
서울특별시 강서구 등촌로13마길 5-14,1,서울특별시 강서구 등촌로13마길 5-14 (화곡동),서울특별시 강서구 화곡동 504-196
서울특별시 강서구 등촌로13마길 5-18,1,"서울특별시 강서구 등촌로13마길 5-18 (화곡동, 오성드림빌)",서울특별시 강서구 화곡동 504-75 오성드림빌
서울특별시 강서구 등촌로13마길 5-3,1,"서울특별시 강서구 등촌로13마길 5-3 (화곡동, 은성빌라)",서울특별시 강서구 화곡동 504-90 은성빌라
서울특별시 강서구 등촌로13마길 5-4,1,서울특별시 강서구 등촌로13마길 5-4 (화곡동),서울특별시 강서구 화곡동 504-125
서울특별시 강서구 강서구 내발산동 727-6,1,no,no
서울특별시 강서구 등촌로13바길 100 ,1,서울특별시 강서구 등촌로13바길 100 (화곡동),서울특별시 강서구 화곡동 457-46
서울특별시 강서구 강서구 등촌동 666-11,1,no,no
서울특별시 강서구 등촌로13바길 109,1,"서울특별시 강서구 등촌로13바길 109 (화곡동, 충무빌라)",서울특별시 강서구 화곡동 868-26 충무빌라
서울특별시 강서구 등촌로13바길 111 ,1,"서울특별시 강서구 등촌로13바길 111 (화곡동, 선경빌라)",서울특별시 강서구 화곡동 868-32 선경빌라
서울특별시 강서구 등촌로13바길 111-6,1,서울특별시 강서구 등촌로13바길 111-6 (화곡동),서울특별시 강서구 화곡동 869-57
서울특별시 강서구 등촌로13바길 115 ,1,서울특별시 강서구 등촌로13바길 115 (화곡동),서울특별시 강서구 화곡동 869-56
서울특별시 강서구 등촌로13바길 12 ,1,"서울특별시 강서구 등촌로13바길 12 (화곡동, 광명빌라)",서울특별시 강서구 화곡동 479-6 광명빌라
서울특별시 강서구 등촌로13바길 16,1,서울특별시 강서구 등촌로13바길 16 (화곡동),서울특별시 강서구 화곡동 479-8
서울특별시 강서구 등촌로13바길 17,1,서울특별시 강서구 등촌로13바길 17 (화곡동),서울특별시 강서구 화곡동 816-8
서울특별시 강서구 강서구 등촌동 666-25,1,no,no
서울특별시 강서구 강서구 등촌동 666-26,1,no,no
서울특별시 강서구 등촌로13바길 28-15 ,1,"서울특별시 강서구 등촌로13바길 28-15 (화곡동, 대성탑스빌)",서울특별시 강서구 화곡동 472-17 대성탑스빌
서울특별시 강서구 등촌로13바길 28-6,1,서울특별시 강서구 등촌로13바길 28-6 (화곡동),서울특별시 강서구 화곡동 478-10
서울특별시 강서구 강서구 등촌동 666-52,1,no,no
서울특별시 강서구 강서구 등촌동 666-55,1,no,no
서울특별시 강서구 등촌로13바길 28-7,1,"서울특별시 강서구 등촌로13바길 28-7 (화곡동, 양용아네스아파트)",서울특별시 강서구 화곡동 472-13 양용아네스아파트
서울특별시 강서구 등촌로13바길 38-13,1,"서울특별시 강서구 등촌로13바길 38-13 (화곡동, 디에스에코타운)",서울특별시 강서구 화곡동 471-16 디에스에코타운
서울특별시 강서구 등촌로13바길 38-16,1,"서울특별시 강서구 등촌로13바길 38-16 (화곡동, 다원슈슈빌13차)",서울특별시 강서구 화곡동 472-3 다원슈슈빌13차
서울특별시 강서구 강서구 등촌동 666-9,1,no,no
서울특별시 강서구 등촌로13바길 38-7,1,"서울특별시 강서구 등촌로13바길 38-7 (화곡동, 대성탑스빌)",서울특별시 강서구 화곡동 471-13 대성탑스빌
서울특별시 강서구 등촌로13바길 40 ,1,서울특별시 강서구 등촌로13바길 40 (화곡동),서울특별시 강서구 화곡동 471-11
서울특별시 강서구 등촌로13바길 46 ,1,서울특별시 강서구 등촌로13바길 46 (화곡동),서울특별시 강서구 화곡동 471-9 스쿨어린이집
서울특별시 강서구 등촌로13바길 46-7,1,서울특별시 강서구 등촌로13바길 46-7 (화곡동),서울특별시 강서구 화곡동 470-15
서울특별시 강서구 등촌로13바길 46-9,1,서울특별시 강서구 등촌로13바길 46-9 (화곡동),서울특별시 강서구 화곡동 470-16
서울특별시 강서구 등촌로13바길 48 ,1,서울특별시 강서구 등촌로13바길 48 (화곡동),서울특별시 강서구 화곡동 470-13
서울특별시 강서구 등촌로13바길 49-14,1,서울특별시 강서구 등촌로13바길 49-14 (화곡동),서울특별시 강서구 화곡동 820-19
서울특별시 강서구 강서구 등촌동 687 강서로56가길1,1,no,no
서울특별시 강서구 등촌로13바길 59,1,서울특별시 강서구 등촌로13바길 59 (화곡동),서울특별시 강서구 화곡동 821-27
서울특별시 강서구 강서구 마곡동 736-2,1,no,no
서울특별시 강서구 등촌로13바길 8  ,1,서울특별시 강서구 등촌로13바길 8 (화곡동),서울특별시 강서구 화곡동 480-12
서울특별시 강서구 등촌로13바길 8-13,1,서울특별시 강서구 등촌로13바길 8-13 (화곡동),서울특별시 강서구 화곡동 479-2
서울특별시 강서구 등촌로13바길 8-14,1,서울특별시 강서구 등촌로13바길 8-14 (화곡동),서울특별시 강서구 화곡동 480-7
서울특별시 강서구 강서구 마곡동 739-6,1,no,no
서울특별시 강서구 강서구 마곡동 756-10,1,no,no
서울특별시 강서구 등촌로13바길 8-22,1,서울특별시 강서구 등촌로13바길 8-22 (화곡동),서울특별시 강서구 화곡동 480-1 신정여자상업고등학교
서울특별시 강서구 등촌로13바길 8-6 ,1,"서울특별시 강서구 등촌로13바길 8-6 (화곡동, 신화빌라)",서울특별시 강서구 화곡동 480-11 신화빌라
서울특별시 강서구 등촌로13바길 82,1,서울특별시 강서구 등촌로13바길 82 (화곡동),서울특별시 강서구 화곡동 463-10
서울특별시 강서구 등촌로13바길 9 ,1,서울특별시 강서구 등촌로13바길 9 (화곡동),서울특별시 강서구 화곡동 815-18
서울특별시 강서구 등촌로13바길 9  - 14,1,서울특별시 강서구 등촌로13바길 9-14 (화곡동),서울특별시 강서구 화곡동 816-22
서울특별시 강서구 등촌로13바길 9-7,1,서울특별시 강서구 등촌로13바길 9-7 (화곡동),서울특별시 강서구 화곡동 815-15
서울특별시 강서구 등촌로13바길 91,1,"서울특별시 강서구 등촌로13바길 91 (화곡동, 경동팰리스)",서울특별시 강서구 화곡동 867-1 경동팰리스
서울특별시 강서구 등촌로13바길 93,1,"서울특별시 강서구 등촌로13바길 93 (화곡동, 동광하이센스빌라)",서울특별시 강서구 화곡동 867-25 동광하이센스빌라
서울특별시 강서구 강서구 마곡동 757-6,1,no,no
서울특별시 강서구 등촌로13바길 96 ,1,서울특별시 강서구 등촌로13바길 96 (화곡동),서울특별시 강서구 화곡동 458-14
"서울특별시 강서구 등촌로13바길 96,",1,서울특별시 강서구 등촌로13바길 96 (화곡동),서울특별시 강서구 화곡동 458-14
서울특별시 강서구 등촌로13바길 98,1,서울특별시 강서구 등촌로13바길 98 (화곡동),서울특별시 강서구 화곡동 457-47
서울특별시 강서구 강서구 마곡동 761-4,1,no,no
서울특별시 강서구 강서구 마곡동 788-5 강서로412,1,no,no
서울특별시 강서구 강서구 방화동 281-22,1,no,no
서울특별시 강서구 강서구 방화동 289-8,1,no,no
서울특별시 강서구 강서구 방화동 316-1,1,no,no
서울특별시 강서구 등촌로13바길 신정여자상업고교,1,서울특별시 강서구 등촌로13바길 8-22 (화곡동),서울특별시 강서구 화곡동 480-1 신정여자상업고등학교
서울특별시 강서구 강서구 방화동 484-2,1,no,no
서울특별시 강서구 등촌로13바길8-16 ,1,"서울특별시 강서구 등촌로13바길 8-16 (화곡동, 다안빌라트)",서울특별시 강서구 화곡동 480-6 다안빌라트
서울특별시 강서구 강서구 방화동 563-20,1,no,no
서울특별시 강서구 등촌로13아길 17,1,서울특별시 강서구 등촌로13아길 17 (화곡동),서울특별시 강서구 화곡동 479-1 신정소프트볼연습장
서울특별시 강서구 등촌로13아길 20 ,1,서울특별시 강서구 등촌로13아길 20 (화곡동),"서울특별시 강서구 화곡동 477-1 신정여자중학교, 신정여자상업고등학교"
서울특별시 강서구 강서구 방화동 592-95,1,no,no
서울특별시 강서구 등촌로13아길 30-13 ,1,"서울특별시 강서구 등촌로13아길 30-13 (화곡동, 에코빌리지)",서울특별시 강서구 화곡동 475-18 에코빌리지
서울특별시 강서구 강서구 방화동 600-1,1,no,no
서울특별시 강서구 등촌로13아길 62,1,"서울특별시 강서구 등촌로13아길 62 (화곡동, 백운인베스트빌)",서울특별시 강서구 화곡동 468-7 백운인베스트빌
서울특별시 강서구 등촌로13아길 63,1,서울특별시 강서구 등촌로13아길 63 (화곡동),서울특별시 강서구 화곡동 469-1
서울특별시 강서구 강서구 방화동 611-4,1,no,no
서울특별시 강서구 등촌로13아길 80,1,서울특별시 강서구 등촌로13아길 80 (화곡동),서울특별시 강서구 화곡동 462-6
서울특별시 강서구 등촌로13아길 88,1,서울특별시 강서구 등촌로13아길 88 (화곡동),서울특별시 강서구 화곡동 459-5
서울특별시 강서구 등촌로13아길 90,1,"서울특별시 강서구 등촌로13아길 90 (화곡동, 웰하우스)",서울특별시 강서구 화곡동 459-6 웰하우스
서울특별시 강서구 등촌로13아길 97,1,"서울특별시 강서구 등촌로13아길 97 (화곡동, 인터시티빌)",서울특별시 강서구 화곡동 457-5 인터시티빌
서울특별시 강서구 강서구 방화동 618-13 개화동로2,1,no,no
서울특별시 강서구 강서구 방화동 645-15 초원로6-,1,no,no
서울특별시 강서구 강서구 방화동 648-15,1,no,no
서울특별시 강서구 강서구 방화동 830-14,1,no,no
서울특별시 강서구 등촌로13아길 신정여자상업고교,1,서울특별시 강서구 등촌로13아길 20 (화곡동),"서울특별시 강서구 화곡동 477-1 신정여자중학교, 신정여자상업고등학교"
서울특별시 강서구 강서구 방화동 835-7,1,no,no
서울특별시 강서구 등촌로13아길63,1,서울특별시 강서구 등촌로13아길 63 (화곡동),서울특별시 강서구 화곡동 469-1
서울특별시 강서구 강서구 방화동 835-7 방화대로48,1,no,no
서울특별시 강서구 등촌로13자길 39-10,1,"서울특별시 강서구 등촌로13자길 39-10 (화곡동, 푸른숲2차아파트)",서울특별시 강서구 화곡동 474-18 푸른숲2차아파트
서울특별시 강서구 등촌로13자길 39-13,1,"서울특별시 강서구 등촌로13자길 39-13 (화곡동, 현대그린빌)",서울특별시 강서구 화곡동 475-5 현대그린빌
서울특별시 강서구 등촌로13자길 39-16,1,서울특별시 강서구 등촌로13자길 39-16 (화곡동),서울특별시 강서구 화곡동 474-17 해바라기어린이집
서울특별시 강서구 등촌로13자길 39-3,1,"서울특별시 강서구 등촌로13자길 39-3 (화곡동, 블루스카이)",서울특별시 강서구 화곡동 475-25 블루스카이
서울특별시 강서구 등촌로13자길 39-6,1,"서울특별시 강서구 등촌로13자길 39-6 (화곡동, 봉황아트)",서울특별시 강서구 화곡동 474-19 봉황아트
서울특별시 강서구 등촌로13자길 39-9,1,"서울특별시 강서구 등촌로13자길 39-9 (화곡동, 리치팰리스)",서울특별시 강서구 화곡동 475-4 리치팰리스
서울특별시 강서구 등촌로13자길 49,1,"서울특별시 강서구 등촌로13자길 49 (화곡동, 성대빌라)",서울특별시 강서구 화곡동 474-22 성대빌라
서울특별시 강서구 등촌로13자길 57 ,1,"서울특별시 강서구 등촌로13자길 57 (화곡동, 광명하이츠19차)",서울특별시 강서구 화곡동 467-18 광명하이츠19차
서울특별시 강서구 강서구 방화동 839 양천로27길 2,1,no,no
서울특별시 강서구 등촌로13자길 63-24,1,서울특별시 강서구 등촌로13자길 63-24 (화곡동),서울특별시 강서구 화곡동 465-16
서울특별시 강서구 등촌로13자길 63-27,1,"서울특별시 강서구 등촌로13자길 63-27 (화곡동, 스페이스빌)",서울특별시 강서구 화곡동 468-4 스페이스빌
서울특별시 강서구 등촌로13자길 63-32,1,서울특별시 강서구 등촌로13자길 63-32 (화곡동),서울특별시 강서구 화곡동 465-12
서울특별시 강서구 등촌로13자길 79 ,1,"서울특별시 강서구 등촌로13자길 79 (화곡동, 화곡동예다움아파트)",서울특별시 강서구 화곡동 461-4 화곡동예다움아파트
서울특별시 강서구 강서구 방화동 842-6,1,no,no
서울특별시 강서구 등촌로13자길 신곡초,1,서울특별시 강서구 등촌로13자길 42-14 (화곡동),서울특별시 강서구 화곡동 476-42 신곡초등학교
서울특별시 강서구 등촌로13자길39-18,1,"서울특별시 강서구 등촌로13자길 39-18 (화곡동, 성결빌라트)",서울특별시 강서구 화곡동 474-16 성결빌라트
서울특별시 강서구 강서구 염창동 284-29 비원빌딩주,1,서울특별시 강서구 공항대로 525 (등촌동),서울특별시 강서구 등촌동 648-6
서울특별시 강서구 등촌로13자길51,1,"서울특별시 강서구 등촌로13자길 51 (화곡동, 미주아파트)",서울특별시 강서구 화곡동 474-1 미주아파트
서울특별시 강서구 강서구 염창동 284-77,1,no,no
서울특별시 강서구 등촌로13자길63-7 ,1,"서울특별시 강서구 등촌로13자길 63-7 (화곡동, 청풍맨션)",서울특별시 강서구 화곡동 467-4 청풍맨션
서울특별시 강서구 등촌로13자길74,1,"서울특별시 강서구 등촌로13자길 74 (화곡동, 태영방송인아파트)",서울특별시 강서구 화곡동 1140 태영방송인아파트
서울특별시 강서구 등촌로143 등촌2동 주민센터,1,서울특별시 강서구 등촌로 143 (등촌동),서울특별시 강서구 등촌동 560-12 등촌2동주민센터
서울특별시 강서구 강서구 하늘길38 전통정원앞,1,no,no
서울특별시 강서구 등촌로171,1,서울특별시 강서구 등촌로 171 (등촌동),서울특별시 강서구 등촌동 513-15
서울특별시 강서구 등촌로177,1,"서울특별시 강서구 등촌로 177 (등촌동, 경남파크빌)",서울특별시 강서구 등촌동 719 경남파크빌
서울특별시 강서구 등촌로181,1,서울특별시 강서구 등촌로 181 (등촌동),서울특별시 강서구 등촌동 512-5 실로암안과병원
서울특별시 강서구 등촌로185,1,서울특별시 강서구 등촌로 185 (등촌동),서울특별시 강서구 등촌동 512-1 강서구의회회관
서울특별시 강서구 등촌로19,1,서울특별시 강서구 등촌로 19 (화곡동),서울특별시 강서구 화곡동 781-4 수남빌딩
서울특별시 강서구 등촌로211,1,"서울특별시 강서구 등촌로 211 (등촌동, 한울팰리스)",서울특별시 강서구 등촌동 510-2 한울팰리스
서울특별시 강서구 등촌로221,1,서울특별시 강서구 등촌로 221 (등촌동),서울특별시 강서구 등촌동 507-9
서울특별시 강서구 등촌로225,1,서울특별시 강서구 등촌로 225 (등촌동),서울특별시 강서구 등촌동 507-6
서울특별시 강서구 등촌로227-2,1,서울특별시 강서구 등촌로 227-2 (등촌동),서울특별시 강서구 등촌동 507-3
서울특별시 강서구 등촌로229-1 ,1,서울특별시 강서구 등촌로 229-1 (등촌동),서울특별시 강서구 등촌동 507-1
서울특별시 강서구 등촌로23,1,서울특별시 강서구 등촌로 23 (화곡동),서울특별시 강서구 화곡동 781-2 세진빌딩
서울특별시 강서구 등촌로31,1,서울특별시 강서구 등촌로 31 (화곡동),서울특별시 강서구 화곡동 776-5
서울특별시 강서구 강서구 화곡동 1002-20,1,no,no
서울특별시 강서구 강서구 화곡동 102-181,1,no,no
서울특별시 강서구 강서구 화곡동 1089-24,1,no,no
서울특별시 강서구 강서구 화곡동 1089-32,1,no,no
서울특별시 강서구 강서구 화곡동 1089-37,1,no,no
서울특별시 강서구 강서구 화곡동 1089-38 제이월드,1,no,no
서울특별시 강서구 등촌로35길 12,1,서울특별시 강서구 등촌로35길 12 (등촌동),서울특별시 강서구 등촌동 718 서울등마초등학교
서울특별시 강서구 등촌로35길 135,1,"서울특별시 강서구 등촌로35길 135 (등촌동, 양서빌라)",서울특별시 강서구 등촌동 565-10 양서빌라
서울특별시 강서구 등촌로35길 138,1,"서울특별시 강서구 등촌로35길 138 (등촌동, 대산아트쉐르빌)",서울특별시 강서구 등촌동 568-12 대산아트쉐르빌
서울특별시 강서구 등촌로35길 139 ,1,서울특별시 강서구 등촌로35길 139 (등촌동),서울특별시 강서구 등촌동 566-6
서울특별시 강서구 등촌로35길 143,1,서울특별시 강서구 등촌로35길 143 (등촌동),서울특별시 강서구 등촌동 566-8
서울특별시 강서구 등촌로35길 157,1,"서울특별시 강서구 등촌로35길 157 (등촌동, 한빛빌딩)",서울특별시 강서구 등촌동 566-24 한빛빌딩
서울특별시 강서구 등촌로35길 164 ,1,서울특별시 강서구 등촌로35길 164 (등촌동),서울특별시 강서구 등촌동 567-16
서울특별시 강서구 강서구 화곡동 1089-39,1,no,no
서울특별시 강서구 강서구 화곡동 1089-63,1,no,no
