crosswalk_id,교차로,신호등,주변학교유무,사고건수,car,cctv,safe,smart,demo_weight
06-0000013150,1,1,1,1.0,0.046575342,0,35,0,239.08512820512817
06-0000013656,1,1,1,1.0,0.121917808,1,2,0,417.0008547008548
06-0000013653,1,1,1,6.0,0.089041096,1,63,0,417.0008547008548
06-0000036836,1,1,1,6.0,0.089041096,1,10,0,417.0008547008548
06-0000013655,1,0,1,2.0,0.121917808,0,0,0,417.0008547008548
06-0000013658,1,1,1,9.0,2.923287671,0,3,0,417.0008547008548
06-0000013953,0,0,1,2.0,0.320547945,0,0,0,256.7789743589743
06-0000013183,1,1,1,12.0,0.16986301399999998,0,39,0,153.25675213675214
06-0000038810,0,0,0,0.0,0.057534247000000004,0,0,0,333.6006837606838
06-0000034380,0,0,1,2.0,0.0,0,0,0,333.6006837606838
06-0000034379,0,0,1,2.0,0.0,0,0,0,333.6006837606838
06-0000013188,1,1,1,12.0,0.242465753,0,66,0,153.25675213675214
06-0000013187,1,1,1,12.0,0.242465753,0,9,0,153.25675213675214
06-0000013185,1,1,1,11.0,0.30410958899999996,0,39,0,153.25675213675214
06-0000044683,1,1,1,12.0,0.242465753,0,6,0,153.25675213675214
06-0000013951,0,0,1,10.0,0.383561644,0,0,0,114.94256410256409
06-0000013952,0,0,1,8.0,0.275342466,0,0,0,256.7789743589743
06-0000013184,1,1,1,12.0,0.242465753,0,22,0,153.25675213675214
06-0000027846,0,0,1,0.0,0.10547945199999999,1,0,0,417.0008547008548
06-0000035677,1,0,1,3.0,0.07808219200000001,0,0,0,398.4752136752137
06-0000013544,1,1,1,5.0,0.16986301399999998,0,4,0,417.0008547008548
06-0000013479,1,1,1,5.0,0.124657534,1,43,0,417.0008547008548
06-0000013541,1,1,1,7.0,0.16986301399999998,0,4,0,417.0008547008548
06-0000048609,1,0,1,7.0,0.16986301399999998,0,0,0,417.0008547008548
06-0000034381,0,0,1,2.0,0.0,0,0,0,333.6006837606838
06-0000048608,1,0,1,7.0,0.16986301399999998,0,0,0,417.0008547008548
06-0000013543,1,1,1,7.0,0.16986301399999998,0,2,0,417.0008547008548
06-0000013480,1,1,1,4.0,0.124657534,1,16,0,417.0008547008548
06-0000013532,0,0,0,1.0,0.19863013699999998,0,0,0,333.6006837606838
06-0000013542,1,1,1,8.0,0.16986301399999998,0,6,0,417.0008547008548
06-0000027849,1,1,1,4.0,0.124657534,1,10,0,417.0008547008548
06-0000040292,0,0,1,1.0,2.923287671,1,0,0,417.0008547008548
06-0000013085,1,0,1,2.0,0.0,1,0,0,398.4752136752137
06-0000013477,0,0,1,0.0,2.8821917810000004,1,0,0,417.0008547008548
06-0000039302,1,0,1,2.0,0.0,1,0,0,398.4752136752137
06-0000013540,1,1,1,1.0,0.04520547900000001,0,7,0,417.0008547008548
06-0000013538,1,1,1,2.0,0.14109589,0,29,0,417.0008547008548
06-0000038811,0,0,1,1.0,0.14109589,0,0,0,333.6006837606838
06-0000013499,1,1,1,9.0,0.0,0,28,0,333.6006837606838
06-0000013550,1,1,1,5.0,0.093150685,0,2,0,417.0008547008548
06-0000027848,0,0,0,1.0,0.093150685,1,0,0,333.6006837606838
06-0000013539,1,1,1,2.0,0.04520547900000001,0,2,0,417.0008547008548
06-0000013481,1,1,1,0.0,0.073972603,1,10,0,417.0008547008548
06-0000020765,1,1,1,4.0,0.047945205,0,3,0,417.0008547008548
06-0000050670,1,0,1,1.0,0.14109589,0,0,0,333.6006837606838
06-0000015732,1,0,1,9.0,0.0,0,0,0,333.6006837606838
06-0000013547,1,1,1,3.0,0.047945205,0,2,0,417.0008547008548
06-0000015735,1,1,1,3.0,0.047945205,0,4,0,417.0008547008548
06-0000027850,1,0,1,0.0,0.038356164,1,0,0,417.0008547008548
06-0000013117,1,1,1,0.0,0.0,0,2,0,159.39008547008547
06-0000034382,1,0,1,13.0,0.0,0,0,0,333.6006837606838
06-0000050669,1,0,1,3.0,0.14109589,0,0,0,333.6006837606838
06-0000033800,1,1,1,4.0,0.0,0,1,0,333.6006837606838
06-0000027851,0,0,1,0.0,0.0,1,0,0,333.6006837606838
06-0000012969,1,0,0,6.0,0.075342466,0,0,0,427.9649572649572
06-0000012971,1,0,1,5.0,0.075342466,0,0,0,427.9649572649572
06-0000013121,1,1,1,0.0,0.0,1,4,0,79.69504273504273
06-0000038496,1,1,1,11.0,0.180821918,1,6,0,250.20051282051284
06-0000013495,1,1,1,11.0,0.180821918,1,20,0,250.20051282051284
06-0000013494,1,1,1,12.0,0.180821918,1,9,0,256.7789743589743
06-0000013496,1,0,1,9.0,0.217808219,1,0,0,256.7789743589743
06-0000027852,0,0,1,3.0,0.0,1,0,0,333.6006837606838
06-0000013122,1,1,1,5.0,0.0,1,20,0,79.69504273504273
06-0000023871,0,0,1,4.0,0.0,0,0,0,159.39008547008547
06-0000024504,1,1,1,2.0,0.047945205,0,4,0,239.08512820512817
06-0000036059,1,1,1,8.0,0.0,1,6,0,79.69504273504273
06-0000023873,0,1,1,4.0,0.0,0,13,0,159.39008547008547
06-0000036060,1,1,1,5.0,0.0,1,2,0,79.69504273504273
06-0000013102,1,0,1,1.0,0.032876712,0,0,0,159.39008547008547
06-0000013124,1,1,1,6.0,0.0,1,7,0,79.69504273504273
06-0000023874,1,1,1,9.0,0.0,0,4,0,159.39008547008547
06-0000019874,1,1,1,11.0,0.0,1,3,0,256.7789743589743
06-0000042147,0,0,0,2.0,0.0,1,0,0,39.84752136752137
06-0000042148,0,0,0,2.0,0.0,0,0,0,39.84752136752137
06-0000013123,1,1,1,6.0,0.0,1,15,0,79.69504273504273
06-0000042141,0,0,0,2.0,0.0,0,0,0,39.84752136752137
06-0000047920,1,1,1,7.0,0.0,1,5,0,256.7789743589743
06-0000042142,0,0,0,0.0,0.0,0,0,0,39.84752136752137
06-0000039272,1,1,1,8.0,0.0,1,4,0,256.7789743589743
06-0000039303,1,1,1,9.0,0.0,1,1,0,256.7789743589743
06-0000031760,0,0,1,0.0,0.0,0,0,0,250.20051282051284
06-0000019873,1,1,1,10.0,0.0,1,5,0,256.7789743589743
06-0000027785,0,0,1,4.0,0.0,1,0,0,256.7789743589743
06-0000042140,0,0,1,3.0,0.0,1,0,0,39.84752136752137
06-0000027788,0,0,1,10.0,1.060273973,1,0,0,342.3719658119658
06-0000019869,0,0,1,0.0,0.0,1,0,0,342.3719658119658
06-0000012975,1,1,1,12.0,1.060273973,1,12,0,342.3719658119658
06-0000029733,1,1,1,22.0,0.034246575,1,3,0,427.9649572649572
06-0000027789,0,0,1,2.0,0.0,0,0,0,342.3719658119658
06-0000013104,1,0,1,4.0,0.047945205,0,0,0,239.08512820512817
06-0000012974,1,1,1,1.0,0.032876712,0,4,0,427.9649572649572
06-0000027792,0,0,1,3.0,0.0,0,0,0,427.9649572649572
06-0000024363,1,0,1,3.0,0.032876712,0,0,0,159.39008547008547
06-0000013491,1,1,1,23.0,0.217808219,1,112,0,342.3719658119658
06-0000024372,0,1,1,8.0,0.0,0,1,0,159.39008547008547
06-0000036910,1,1,1,23.0,0.217808219,1,7,0,342.3719658119658
06-0000038976,0,1,1,3.0,0.034246575,1,8,0,427.9649572649572
06-0000011612,1,0,1,1.0,0.0,1,0,0,427.9649572649572
06-0000038977,0,0,1,6.0,0.034246575,1,0,0,427.9649572649572
06-0000011609,1,0,1,3.0,1.05890411,1,0,0,427.9649572649572
06-0000044936,1,1,1,1.0,0.0,0,2,0,159.39008547008547
06-0000025616,0,0,1,3.0,0.07671232900000001,0,0,0,342.3719658119658
06-0000045844,1,1,1,1.0,0.0,0,3,0,159.39008547008547
06-0000025865,0,1,1,3.0,0.0,0,10,0,79.69504273504273
06-0000011608,0,0,1,7.0,1.05890411,1,0,0,427.9649572649572
06-0000015648,0,0,1,2.0,0.042465752999999995,0,0,0,342.3719658119658
06-0000019875,1,1,1,7.0,0.0,1,18,0,256.7789743589743
06-0000013090,1,1,1,13.0,0.0,1,1,0,342.3719658119658
06-0000013488,1,0,1,4.0,0.0,1,0,0,250.20051282051284
06-0000042139,1,1,1,7.0,0.0,1,2,0,79.69504273504273
06-0000012973,1,1,1,2.0,0.0,0,5,0,427.9649572649572
06-0000030344,1,1,1,5.0,2.268493151,1,2,0,256.7789743589743
06-0000024490,1,1,1,4.0,0.047945205,0,4,0,159.39008547008547
06-0000025866,0,1,1,6.0,0.0,0,14,0,159.39008547008547
06-0000012972,0,0,1,6.0,0.0,1,0,0,427.9649572649572
06-0000011613,1,1,1,21.0,0.034246575,1,5,0,427.9649572649572
06-0000042146,0,0,0,1.0,0.0,1,0,0,39.84752136752137
06-0000029734,1,1,1,18.0,0.0,1,1,0,427.9649572649572
06-0000042145,0,0,0,1.0,0.0,1,0,0,39.84752136752137
06-0000011610,1,1,1,1.0,1.05890411,1,19,0,427.9649572649572
06-0000042144,0,0,0,2.0,0.0,1,0,0,39.84752136752137
06-0000050375,0,1,1,6.0,0.0,0,6,0,159.39008547008547
06-0000030696,0,0,1,3.0,0.11917808199999999,1,0,0,250.20051282051284
06-0000015713,1,0,1,2.0,0.032876712,0,0,0,159.39008547008547
06-0000011605,1,1,1,2.0,0.0,1,47,0,342.3719658119658
06-0000003232,1,1,1,9.0,0.0,0,19,0,79.69504273504273
06-0000013125,1,1,1,4.0,0.0,1,17,0,79.69504273504273
06-0000013492,1,1,1,26.0,0.034246575,1,18,0,342.3719658119658
06-0000019870,0,0,1,0.0,0.0,1,0,0,256.7789743589743
06-0000027786,0,0,1,0.0,0.0,1,0,0,342.3719658119658
06-0000027791,0,0,1,3.0,0.0,0,0,0,427.9649572649572
06-0000049318,0,0,0,1.0,0.0,0,0,0,39.84752136752137
06-0000019871,1,1,1,7.0,0.0,1,19,0,256.7789743589743
06-0000041457,1,1,1,8.0,0.0,1,2,0,256.7789743589743
06-0000039034,1,1,1,8.0,0.0,1,6,0,256.7789743589743
06-0000042143,0,0,0,1.0,0.0,0,0,0,39.84752136752137
06-0000040238,1,1,1,25.0,0.034246575,1,2,0,342.3719658119658
06-0000045464,1,0,1,2.0,0.0,0,0,0,427.9649572649572
06-0000019294,1,1,1,23.0,0.142465753,1,1,0,342.3719658119658
06-0000045826,1,0,1,0.0,0.0,0,0,0,342.3719658119658
06-0000031761,0,0,1,0.0,0.0,1,0,0,250.20051282051284
06-0000031759,0,0,1,0.0,0.0,1,0,0,250.20051282051284
06-0000041697,1,0,1,2.0,0.0,0,0,0,427.9649572649572
06-0000013484,1,0,1,5.0,0.0,1,0,0,250.20051282051284
06-0000011606,1,1,1,2.0,0.0,1,20,0,342.3719658119658
06-0000027429,1,0,1,6.0,0.0,1,0,0,342.3719658119658
06-0000013487,1,0,1,4.0,0.0,1,0,0,250.20051282051284
06-0000011607,0,0,1,4.0,0.042465752999999995,1,0,0,342.3719658119658
06-0000024362,0,0,1,1.0,0.0,0,0,0,159.39008547008547
06-0000045685,0,0,1,1.0,0.0,0,0,0,427.9649572649572
06-0000027424,1,1,1,2.0,0.0,1,10,0,427.9649572649572
06-0000023876,0,0,1,5.0,0.0,0,0,0,79.69504273504273
06-0000024357,0,0,1,9.0,0.0,0,0,0,159.39008547008547
06-0000011611,1,1,1,2.0,0.0,1,20,0,427.9649572649572
06-0000019575,0,0,1,5.0,0.034246575,0,0,0,342.3719658119658
06-0000045813,1,0,1,2.0,0.11917808199999999,0,0,0,159.39008547008547
06-0000023877,0,1,1,9.0,0.0,0,9,0,79.69504273504273
06-0000019872,1,0,1,7.0,0.0,1,0,0,256.7789743589743
06-0000013099,1,0,1,2.0,0.032876712,0,0,0,159.39008547008547
06-0000013100,1,0,1,2.0,0.032876712,0,0,0,159.39008547008547
06-0000036909,1,0,1,25.0,0.17671232899999997,1,0,0,342.3719658119658
06-0000050011,1,1,1,2.0,0.0,1,10,1,427.9649572649572
06-0000040403,1,1,1,12.0,0.0,0,2,0,79.69504273504273
06-0000030342,1,0,1,25.0,0.17671232899999997,1,0,0,342.3719658119658
06-0000044814,1,1,1,16.0,0.0,1,3,0,427.9649572649572
06-0000030343,1,1,1,20.0,0.142465753,1,39,0,256.7789743589743
06-0000013483,0,0,1,2.0,0.0,1,0,0,250.20051282051284
06-0000013489,0,0,1,1.0,0.08630137,1,0,0,250.20051282051284
06-0000013098,1,0,1,2.0,0.032876712,0,0,0,159.39008547008547
06-0000013486,1,1,1,4.0,0.0,1,6,0,250.20051282051284
06-0000041098,0,0,0,0.0,0.208219178,1,0,0,250.20051282051284
06-0000045831,1,0,1,2.0,0.0,1,0,0,427.9649572649572
06-0000045833,0,0,1,2.0,0.0,1,0,0,427.9649572649572
06-0000026765,1,1,1,16.0,0.139726027,1,10,0,342.3719658119658
06-0000013096,0,0,1,1.0,0.0,1,0,0,256.7789743589743
06-0000045832,0,0,1,2.0,0.0,1,0,0,427.9649572649572
06-0000031758,0,0,1,0.0,0.0,1,0,0,250.20051282051284
06-0000045684,1,0,1,0.0,0.0,1,0,0,427.9649572649572
06-0000045825,0,0,1,2.0,0.0,0,0,0,342.3719658119658
06-0000013490,0,0,1,1.0,0.08630137,1,0,0,250.20051282051284
06-0000023325,0,0,1,1.0,0.0,0,0,0,79.69504273504273
06-0000026764,1,0,1,3.0,0.139726027,1,0,0,342.3719658119658
06-0000013088,1,1,1,1.0,0.0,0,12,0,256.7789743589743
06-0000045683,1,1,1,0.0,0.075342466,1,1,0,427.9649572649572
06-0000013087,1,1,1,0.0,0.0,0,19,0,256.7789743589743
06-0000045824,0,0,1,2.0,0.0,0,0,0,342.3719658119658
06-0000045682,1,0,1,0.0,0.075342466,1,0,0,427.9649572649572
06-0000027787,0,0,1,0.0,0.0,0,0,0,342.3719658119658
06-0000041700,1,1,1,0.0,0.0,0,3,0,342.3719658119658
06-0000023323,0,0,1,6.0,0.0,0,0,0,79.69504273504273
06-0000012525,1,0,1,0.0,0.0,0,0,0,256.7789743589743
06-0000041698,1,1,1,0.0,0.0,0,2,0,342.3719658119658
06-0000013525,1,0,1,4.0,0.179452055,0,0,0,256.7789743589743
06-0000045823,0,0,0,2.0,0.0,0,0,0,342.3719658119658
06-0000036908,1,0,1,4.0,0.179452055,0,0,0,256.7789743589743
06-0000013510,1,1,1,3.0,0.0,1,72,0,250.20051282051284
06-0000021928,0,0,1,2.0,0.0,0,0,0,79.69504273504273
06-0000024368,1,0,1,1.0,0.343835616,0,0,0,79.69504273504273
06-0000013507,0,0,1,2.0,0.912328767,1,0,0,250.20051282051284
06-0000023324,0,0,0,7.0,0.0,0,0,0,79.69504273504273
06-0000045835,0,0,0,0.0,0.0,1,0,0,342.3719658119658
06-0000013526,1,1,1,7.0,0.145205479,0,6,0,256.7789743589743
06-0000024370,0,0,0,9.0,0.0,0,0,0,79.69504273504273
06-0000013167,1,1,1,0.0,0.343835616,0,4,0,79.69504273504273
06-0000026149,0,0,1,2.0,0.912328767,1,0,0,250.20051282051284
06-0000041699,1,1,1,0.0,0.0,0,3,0,342.3719658119658
06-0000045649,1,1,1,8.0,0.145205479,0,2,0,256.7789743589743
06-0000012524,1,0,1,3.0,0.0,0,0,0,256.7789743589743
06-0000045822,0,0,0,2.0,0.0,0,0,0,342.3719658119658
06-0000013509,1,1,1,3.0,0.0,1,3,0,256.7789743589743
06-0000024369,1,0,1,4.0,0.343835616,0,0,0,79.69504273504273
06-0000013508,0,0,1,2.0,0.912328767,1,0,0,166.8003418803419
06-0000045834,0,0,0,0.0,0.0,1,0,0,342.3719658119658
06-0000045811,1,1,1,1.0,0.10547945199999999,0,1,0,171.1859829059829
06-0000045842,0,0,0,1.0,0.091780822,1,0,0,342.3719658119658
06-0000051648,0,0,0,1.0,0.091780822,1,0,0,342.3719658119658
06-0000044797,1,0,0,0.0,0.0,1,0,0,342.3719658119658
06-0000024371,0,0,0,12.0,0.343835616,0,0,0,79.69504273504273
06-0000044796,1,0,0,0.0,0.0,1,0,0,342.3719658119658
06-0000045836,0,0,0,0.0,0.0,1,0,0,342.3719658119658
06-0000013178,0,0,1,2.0,0.068493151,0,0,0,79.69504273504273
06-0000045812,1,0,1,1.0,0.10547945199999999,0,0,0,171.1859829059829
06-0000013161,1,1,1,1.0,0.10547945199999999,0,4,0,171.1859829059829
06-0000028876,1,0,1,2.0,0.10547945199999999,0,0,0,171.1859829059829
06-0000044798,1,0,0,0.0,0.0,1,0,0,342.3719658119658
06-0000013174,0,0,1,4.0,0.068493151,0,0,0,79.69504273504273
06-0000013176,0,0,1,3.0,0.068493151,0,0,0,79.69504273504273
06-0000045810,1,1,1,1.0,0.10547945199999999,0,1,0,171.1859829059829
06-0000047701,0,0,0,0.0,0.0,0,0,0,79.69504273504273
06-0000049979,1,0,1,4.0,0.0,1,0,0,39.84752136752137
06-0000045806,1,0,0,1.0,0.0,1,0,0,171.1859829059829
06-0000045841,0,0,0,0.0,0.091780822,1,0,0,342.3719658119658
06-0000038968,1,0,1,4.0,0.068493151,0,0,0,79.69504273504273
06-0000038967,1,0,1,4.0,0.068493151,0,0,0,79.69504273504273
06-0000045807,1,0,0,1.0,0.0,1,0,0,171.1859829059829
06-0000045808,1,0,0,1.0,0.0,1,0,0,171.1859829059829
06-0000045821,0,0,0,0.0,0.0,0,0,0,256.7789743589743
06-0000038966,1,0,1,4.0,0.068493151,0,0,0,79.69504273504273
06-0000045840,0,0,0,0.0,0.091780822,1,0,0,342.3719658119658
06-0000050667,0,0,0,0.0,0.091780822,1,0,0,342.3719658119658
06-0000045805,1,0,0,1.0,0.0,1,0,0,171.1859829059829
06-0000045681,1,1,1,3.0,0.075342466,0,3,0,342.3719658119658
06-0000013785,1,0,1,2.0,0.038356164,1,0,0,83.40017094017095
06-0000028786,1,0,1,2.0,0.0,1,0,0,39.84752136752137
06-0000044812,1,1,1,8.0,0.0,1,3,0,342.3719658119658
06-0000013170,1,1,1,4.0,0.068493151,0,10,0,79.69504273504273
06-0000044813,0,0,1,5.0,0.0,1,0,0,342.3719658119658
06-0000045820,0,0,0,1.0,0.0,0,0,0,256.7789743589743
06-0000023878,1,0,1,2.0,0.0,0,0,0,39.84752136752137
06-0000013512,1,1,1,0.0,0.0,1,9,0,171.1859829059829
06-0000025963,1,0,1,2.0,0.038356164,1,0,0,83.40017094017095
06-0000044799,0,0,1,3.0,0.0,1,0,0,342.3719658119658
06-0000052718,1,1,1,3.0,0.075342466,0,4,0,342.3719658119658
06-0000052719,1,1,1,3.0,0.075342466,0,5,0,342.3719658119658
06-0000045679,1,1,1,3.0,0.075342466,0,3,0,342.3719658119658
06-0000013055,0,0,0,0.0,0.16164383599999999,0,0,0,166.8003418803419
06-0000045680,1,1,1,3.0,0.075342466,0,3,0,342.3719658119658
06-0000013511,1,1,1,0.0,0.0,1,1,0,171.1859829059829
06-0000044811,1,1,1,6.0,0.0,1,3,0,342.3719658119658
06-0000013054,0,0,0,0.0,0.16164383599999999,0,0,0,166.8003418803419
06-0000044809,1,1,1,4.0,0.0,1,3,0,342.3719658119658
06-0000045828,1,1,1,3.0,0.0,0,3,0,342.3719658119658
06-0000052717,1,1,1,3.0,0.075342466,0,4,0,342.3719658119658
06-0000045837,1,0,0,0.0,0.0,1,0,0,342.3719658119658
06-0000044808,1,0,1,2.0,0.0,1,0,0,342.3719658119658
06-0000050666,1,0,0,0.0,0.0,1,0,0,342.3719658119658
06-0000013506,0,0,0,0.0,0.865753425,1,0,0,166.8003418803419
06-0000013168,1,0,1,4.0,0.0,0,0,0,85.59299145299146
06-0000044806,1,1,1,2.0,0.0,1,1,0,342.3719658119658
06-0000045686,0,0,0,1.0,0.0,1,0,0,342.3719658119658
06-0000045678,1,1,1,3.0,0.0,0,4,0,342.3719658119658
06-0000044800,0,0,1,4.0,0.0,1,0,0,342.3719658119658
06-0000013169,1,1,1,5.0,0.0,0,1,0,85.59299145299146
06-0000044801,0,0,1,4.0,0.0,1,0,0,342.3719658119658
06-0000013053,1,0,1,6.0,0.0,0,0,0,166.8003418803419
06-0000044803,0,0,0,1.0,0.0,1,0,0,342.3719658119658
06-0000045839,1,0,0,0.0,0.0,1,0,0,342.3719658119658
06-0000050351,1,0,0,0.0,0.0,1,0,0,342.3719658119658
06-0000044805,0,0,0,1.0,0.0,1,0,0,342.3719658119658
06-0000044807,1,0,1,2.0,0.0,1,0,0,342.3719658119658
06-0000044810,1,1,1,3.0,0.0,1,3,0,342.3719658119658
06-0000050352,1,0,0,0.0,0.0,1,0,0,342.3719658119658
06-0000045687,1,0,0,0.0,0.0,1,0,0,342.3719658119658
06-0000044804,0,0,0,1.0,0.0,1,0,0,342.3719658119658
06-0000045838,1,0,0,0.0,0.0,1,0,0,342.3719658119658
06-0000044802,0,0,1,4.0,0.0,1,0,0,342.3719658119658
06-0000019572,0,0,1,8.0,0.10821917800000001,0,0,0,256.7789743589743
06-0000013049,1,0,1,1.0,0.0,1,0,0,83.40017094017095
06-0000045677,1,0,1,3.0,0.0,0,0,0,342.3719658119658
06-0000013052,1,1,1,6.0,0.0,0,1,0,166.8003418803419
06-0000013050,1,1,1,2.0,0.0,0,2,0,166.8003418803419
06-0000038763,1,1,1,6.0,0.061643835999999994,0,3,0,66.2282905982906
06-0000027427,1,0,0,0.0,0.0,1,0,0,342.3719658119658
06-0000028791,1,1,1,6.0,0.061643835999999994,0,6,0,135.50931623931626
06-0000027110,1,1,1,6.0,0.0,0,14,0,166.8003418803419
06-0000040549,1,1,1,0.0,1.252054795,0,4,0,171.1859829059829
06-0000038984,1,1,1,6.0,0.061643835999999994,0,2,0,66.2282905982906
06-0000023896,1,1,1,6.0,0.061643835999999994,0,18,0,135.50931623931626
06-0000024550,0,0,1,1.0,0.0,0,0,0,85.59299145299146
06-0000038073,0,0,1,3.0,0.071232877,0,0,0,166.8003418803419
06-0000013514,1,1,1,2.0,0.0,1,18,0,171.1859829059829
06-0000023895,1,1,1,7.0,0.061643835999999994,0,3,0,66.2282905982906
06-0000040500,1,1,1,0.0,1.252054795,0,3,0,85.59299145299146
06-0000026763,1,1,1,2.0,0.0,1,21,0,171.1859829059829
06-0000024501,1,1,1,0.0,1.252054795,0,8,0,171.1859829059829
06-0000025965,1,0,1,13.0,0.0,1,0,0,83.40017094017095
06-0000013513,1,1,1,3.0,0.252054795,1,22,0,171.1859829059829
06-0000011275,1,0,1,7.0,0.061643835999999994,0,0,0,66.2282905982906
06-0000040499,1,0,1,1.0,0.0,0,0,0,132.4565811965812
06-0000044394,1,1,1,1.0,0.0,0,1,0,271.0186324786325
06-0000045804,1,0,1,3.0,0.0,1,0,0,171.1859829059829
06-0000028795,1,1,1,7.0,0.061643835999999994,0,3,0,66.2282905982906
06-0000045657,1,0,1,3.0,0.0,1,0,0,171.1859829059829
06-0000028799,1,1,1,7.0,0.061643835999999994,0,9,0,66.2282905982906
06-0000028793,0,0,1,2.0,0.0,0,0,0,135.50931623931626
06-0000045656,1,0,1,3.0,0.0,1,0,0,171.1859829059829
06-0000041170,1,0,1,20.0,0.0,1,0,0,171.1859829059829
06-0000045827,1,1,1,3.0,0.0,1,4,0,256.7789743589743
06-0000044696,1,1,1,2.0,0.0,1,3,0,256.7789743589743
06-0000013521,1,1,1,10.0,0.034246575,0,3,0,256.7789743589743
06-0000045658,1,1,1,3.0,0.0,1,1,0,171.1859829059829
06-0000041163,1,1,1,22.0,0.0,1,1,0,171.1859829059829
06-0000044393,1,0,1,1.0,0.0,0,0,0,271.0186324786325
06-0000015733,1,0,1,2.0,0.0,1,0,0,171.1859829059829
06-0000028806,1,0,1,6.0,0.061643835999999994,0,0,0,135.50931623931626
06-0000045660,1,0,1,1.0,0.0,1,0,0,171.1859829059829
06-0000041172,1,0,1,18.0,0.0,1,0,0,171.1859829059829
06-0000013518,1,0,1,5.0,0.0,0,0,0,256.7789743589743
06-0000045655,1,0,1,4.0,0.0,1,0,0,171.1859829059829
06-0000052713,1,1,1,2.0,0.0,1,4,0,256.7789743589743
06-0000052714,1,1,1,2.0,0.0,1,3,0,256.7789743589743
06-0000013516,0,0,1,1.0,0.0,1,0,0,171.1859829059829
06-0000013515,1,1,1,2.0,0.252054795,1,12,0,171.1859829059829
06-0000045659,1,0,1,1.0,0.0,1,0,0,171.1859829059829
06-0000041169,1,1,1,21.0,0.0,1,3,0,171.1859829059829
06-0000044695,1,1,1,2.0,0.0,1,3,0,256.7789743589743
06-0000013519,1,1,1,8.0,0.034246575,0,25,0,256.7789743589743
06-0000013517,1,1,1,4.0,0.0,0,8,0,171.1859829059829
06-0000044697,1,1,1,2.0,0.0,1,3,0,256.7789743589743
06-0000028846,1,1,1,8.0,0.034246575,0,2,0,256.7789743589743
06-0000041171,1,1,1,21.0,0.0,1,3,0,171.1859829059829
06-0000045818,1,0,1,2.0,0.0,0,0,0,256.7789743589743
06-0000013520,1,0,1,8.0,0.034246575,0,0,0,256.7789743589743
06-0000041168,1,0,1,18.0,0.0,1,0,0,171.1859829059829
06-0000041164,1,0,1,20.0,0.0,1,0,0,171.1859829059829
06-0000045819,1,1,1,1.0,0.0,0,2,0,171.1859829059829
06-0000044689,1,1,1,4.0,0.0,1,3,0,256.7789743589743
06-0000045688,1,1,1,2.0,0.0,0,1,0,256.7789743589743
06-0000044704,1,1,1,2.0,0.0,0,3,0,171.1859829059829
06-0000041174,1,0,1,20.0,0.0,1,0,0,171.1859829059829
06-0000048801,0,0,1,3.0,0.0,1,0,0,171.1859829059829
06-0000048803,1,0,1,3.0,0.0,0,0,0,171.1859829059829
06-0000044693,1,1,1,4.0,0.0,1,3,0,256.7789743589743
06-0000052712,1,0,1,4.0,0.0,1,0,0,256.7789743589743
06-0000052711,1,0,1,4.0,0.0,1,0,0,256.7789743589743
06-0000045690,1,0,1,2.0,0.08630137,0,0,0,256.7789743589743
06-0000044691,1,1,1,4.0,0.0,1,3,0,256.7789743589743
06-0000045689,1,0,1,1.0,0.08630137,0,0,0,256.7789743589743
06-0000028805,0,0,1,2.0,0.0,0,0,0,66.2282905982906
06-0000037831,0,1,1,0.0,3.235616438,1,4,0,135.50931623931626
06-0000044694,0,0,1,1.0,0.0,1,0,0,256.7789743589743
06-0000044692,1,1,1,4.0,0.0,1,3,0,256.7789743589743
06-0000023321,1,0,1,3.0,0.0,0,0,0,264.9131623931624
06-0000030700,0,0,0,1.0,0.0,0,0,0,256.7789743589743
06-0000037832,0,0,1,0.0,3.235616438,1,0,0,135.50931623931626
06-0000027426,0,0,0,2.0,0.0,0,0,0,256.7789743589743
06-0000028808,0,0,1,0.0,3.235616438,1,0,0,135.50931623931626
06-0000029769,1,1,1,3.0,0.0,0,1,0,264.9131623931624
06-0000030701,0,0,0,1.0,0.0,0,0,0,256.7789743589743
06-0000029763,1,1,1,3.0,0.0,0,3,0,264.9131623931624
06-0000030699,0,0,0,2.0,0.0,0,0,0,256.7789743589743
06-0000011691,0,1,1,0.0,3.235616438,1,33,0,66.2282905982906
06-0000011690,1,1,1,10.0,0.0,1,3,0,135.50931623931626
06-0000045691,0,0,1,0.0,0.08630137,0,0,0,256.7789743589743
06-0000028807,0,0,1,0.0,3.235616438,1,0,0,66.2282905982906
06-0000045669,1,1,1,3.0,0.0,0,4,0,256.7789743589743
06-0000044925,1,0,0,2.0,0.0,1,0,0,264.9131623931624
06-0000028809,0,0,1,0.0,3.235616438,1,0,0,135.50931623931626
06-0000028810,0,0,1,0.0,3.1917808219999997,1,0,0,135.50931623931626
06-0000038599,1,0,1,0.0,1.0232876709999998,0,0,0,171.1859829059829
06-0000030702,1,0,1,0.0,1.0232876709999998,0,0,0,171.1859829059829
06-0000030703,1,0,1,1.0,1.0232876709999998,0,0,0,171.1859829059829
06-0000038598,1,0,1,1.0,1.0232876709999998,0,0,0,171.1859829059829
06-0000038600,1,0,1,1.0,1.0232876709999998,0,0,0,171.1859829059829
06-0000024502,0,0,1,0.0,0.0,1,0,0,264.9131623931624
