crosswalk_id,교차로,신호등,주변학교유무,사고건수,car,cctv,safe,smart,demo_weight
06-0000033801,1,1,1,2.0,0.18219178100000002,0,3,0,153.25675213675214
06-0000048346,0,0,1,3.0,0.0,0,0,0,281.19452991452994
06-0000024638,1,1,1,2.0,0.18219178100000002,0,12,0,153.25675213675214
06-0000013342,0,0,0,3.0,0.075342466,1,0,0,191.57094017094016
06-0000038060,0,0,0,3.0,0.075342466,1,0,0,191.57094017094016
06-0000013663,1,1,1,0.0,0.0,0,8,0,333.6006837606838
06-0000013057,1,0,1,4.0,0.032876712,1,0,0,191.57094017094016
06-0000013155,0,0,1,3.0,0.043835615999999994,0,0,0,318.78017094017093
06-0000013060,1,0,1,3.0,0.032876712,1,0,0,191.57094017094016
06-0000013635,1,1,1,13.0,0.139726027,0,18,0,281.19452991452994
06-0000037713,1,1,1,12.0,0.139726027,0,4,0,281.19452991452994
06-0000013636,1,1,1,12.0,0.139726027,0,4,0,281.19452991452994
06-0000038699,1,1,1,4.0,0.032876712,1,15,0,191.57094017094016
06-0000013058,0,0,0,0.0,0.0,1,0,0,318.78017094017093
06-0000038700,1,1,1,3.0,0.032876712,1,10,0,191.57094017094016
06-0000028076,0,0,1,1.0,0.10821917800000001,1,0,0,191.57094017094016
06-0000013156,0,0,1,4.0,0.08082191799999999,0,0,0,318.78017094017093
06-0000038061,1,0,1,5.0,0.20547945199999998,1,0,0,191.57094017094016
06-0000048354,1,1,1,4.0,0.350684932,1,6,0,191.57094017094016
06-0000028075,0,0,0,0.0,1.306849315,1,0,0,191.57094017094016
06-0000022106,0,0,1,0.0,1.306849315,1,0,0,191.57094017094016
06-0000024649,0,0,1,0.0,0.6493150679999999,0,0,0,318.78017094017093
06-0000013638,1,0,1,11.0,0.395890411,0,0,0,281.19452991452994
06-0000013637,1,0,1,10.0,0.395890411,0,0,0,281.19452991452994
06-0000028074,0,0,0,0.0,1.319178082,1,0,0,191.57094017094016
06-0000038062,1,1,1,6.0,0.130136986,1,2,0,191.57094017094016
06-0000013343,1,1,1,7.0,0.130136986,1,18,0,191.57094017094016
06-0000028073,0,0,1,3.0,1.319178082,1,0,0,191.57094017094016
06-0000038063,1,1,1,7.0,0.130136986,1,4,0,191.57094017094016
06-0000038064,1,1,1,7.0,1.328767123,1,1,0,191.57094017094016
06-0000013059,1,0,1,6.0,0.7986301370000001,0,0,0,318.78017094017093
06-0000013662,1,1,1,0.0,0.0,1,1,0,333.6006837606838
06-0000038065,1,1,1,6.0,1.328767123,1,3,0,191.57094017094016
06-0000052690,1,1,1,0.0,0.0,1,2,0,333.6006837606838
06-0000052689,1,1,1,0.0,0.0,1,2,0,333.6006837606838
06-0000013660,1,1,1,0.0,0.0,1,2,0,333.6006837606838
06-0000039202,1,1,1,18.0,1.693150685,1,6,0,398.4752136752137
06-0000039301,1,1,1,18.0,1.693150685,1,2,0,398.4752136752137
06-0000039264,1,1,1,18.0,1.693150685,1,4,0,398.4752136752137
06-0000013639,0,0,1,14.0,0.395890411,0,0,0,333.6006837606838
06-0000048358,1,1,1,16.0,1.693150685,1,4,0,398.4752136752137
06-0000013661,1,1,1,0.0,0.0,1,4,0,333.6006837606838
06-0000038066,1,0,1,6.0,1.121917808,1,0,0,191.57094017094016
06-0000013344,1,1,1,10.0,1.076712329,1,14,0,191.57094017094016
06-0000038067,1,1,1,11.0,1.076712329,1,7,0,191.57094017094016
06-0000013666,1,1,1,0.0,0.050684932,1,4,0,333.6006837606838
06-0000013642,1,1,1,25.0,0.395890411,0,35,0,333.6006837606838
06-0000013643,1,1,1,20.0,0.395890411,0,21,0,333.6006837606838
06-0000015738,1,1,1,1.0,0.0,0,18,0,417.0008547008548
06-0000013960,1,1,1,9.0,0.33835616399999996,0,16,0,333.6006837606838
06-0000013644,1,1,1,21.0,0.395890411,0,6,0,333.6006837606838
06-0000020800,0,1,1,9.0,0.33835616399999996,0,4,0,333.6006837606838
06-0000038068,1,0,1,14.0,1.182191781,1,0,0,191.57094017094016
06-0000013640,1,1,1,23.0,0.395890411,0,4,0,333.6006837606838
06-0000045428,1,0,1,2.0,0.439726027,0,0,0,333.6006837606838
06-0000013645,1,1,1,18.0,0.395890411,0,6,0,333.6006837606838
06-0000013650,1,1,1,1.0,0.0,0,12,0,417.0008547008548
06-0000045430,0,0,1,2.0,0.39863013700000005,0,0,0,333.6006837606838
06-0000013959,1,1,1,10.0,0.33835616399999996,0,18,0,333.6006837606838
06-0000015751,1,1,1,8.0,5.238356164,0,23,0,250.20051282051284
06-0000045224,1,0,1,2.0,0.361643836,0,0,0,333.6006837606838
06-0000013648,1,1,1,3.0,0.175342466,0,56,0,333.6006837606838
06-0000045476,1,1,1,12.0,1.182191781,1,3,0,191.57094017094016
06-0000045431,1,1,1,12.0,1.182191781,1,3,0,191.57094017094016
06-0000013957,1,1,1,4.0,5.061643836,0,10,0,250.20051282051284
06-0000013154,0,0,1,4.0,0.110958904,0,0,0,318.78017094017093
06-0000013949,1,1,1,12.0,0.106849315,0,2,0,153.25675213675214
06-0000037704,1,1,1,21.0,0.395890411,0,5,0,333.6006837606838
06-0000013641,1,1,1,26.0,0.395890411,0,10,0,333.6006837606838
06-0000013646,1,1,1,3.0,0.175342466,0,49,0,333.6006837606838
06-0000037705,1,1,1,28.0,0.395890411,0,4,0,333.6006837606838
06-0000045429,0,0,1,4.0,0.10547945199999999,0,0,0,333.6006837606838
06-0000038069,1,0,1,5.0,3.426027397,0,0,0,191.57094017094016
06-0000013947,1,1,1,3.0,2.416438356,0,9,0,153.25675213675214
06-0000013958,1,1,1,8.0,5.238356164,0,18,0,250.20051282051284
06-0000003049,1,1,1,8.0,0.046575342,0,16,0,153.25675213675214
06-0000013948,1,1,1,7.0,0.276712329,0,5,0,153.25675213675214
06-0000026758,1,0,1,1.0,0.050684932,0,0,0,417.0008547008548
06-0000013649,1,1,1,2.0,0.175342466,0,46,0,417.0008547008548
06-0000051949,0,0,1,3.0,0.07671232900000001,1,0,0,417.0008547008548
06-0000050674,0,0,0,0.0,0.050684932,0,0,0,333.6006837606838
06-0000013153,0,0,0,5.0,0.110958904,0,0,0,318.78017094017093
06-0000045427,1,1,1,1.0,0.047945205,0,4,0,153.25675213675214
06-0000048580,1,1,1,3.0,0.0,0,2,0,417.0008547008548
06-0000030290,0,0,1,0.0,0.330136986,0,0,0,153.25675213675214
06-0000013341,1,1,1,8.0,3.473972603,0,30,0,191.57094017094016
06-0000013647,1,1,1,2.0,0.175342466,0,33,0,417.0008547008548
06-0000038074,1,1,1,10.0,3.473972603,0,11,0,191.57094017094016
06-0000013954,1,1,1,4.0,5.238356164,0,4,0,250.20051282051284
06-0000013659,1,1,1,1.0,0.07671232900000001,0,6,0,417.0008547008548
06-0000046600,1,1,1,2.0,0.0,0,6,0,39.84752136752137
06-0000038970,0,0,1,4.0,0.138356164,0,0,0,318.78017094017093
06-0000011834,1,1,1,2.0,0.0,0,31,0,39.84752136752137
06-0000013651,1,1,1,6.0,0.089041096,0,132,0,417.0008547008548
06-0000023068,1,1,1,4.0,5.238356164,0,6,0,250.20051282051284
06-0000015659,1,1,1,2.0,0.0,0,32,0,39.84752136752137
06-0000036058,1,1,1,2.0,0.0,0,10,0,39.84752136752137
06-0000036838,1,1,1,6.0,0.089041096,0,15,0,417.0008547008548
06-0000036057,1,1,1,2.0,0.0,0,17,0,39.84752136752137
06-0000038971,1,0,1,8.0,0.184931507,0,0,0,318.78017094017093
06-0000038969,0,0,1,4.0,0.138356164,0,0,0,318.78017094017093
06-0000013151,1,1,1,0.0,0.046575342,0,4,0,239.08512820512817
06-0000013652,1,1,1,6.0,0.089041096,0,23,0,417.0008547008548
06-0000012411,0,1,1,1.0,0.0,0,8,0,239.08512820512817
06-0000048568,0,0,1,4.0,0.07671232900000001,0,0,0,417.0008547008548
06-0000036837,1,1,1,6.0,0.089041096,0,2,0,417.0008547008548
06-0000039268,1,0,0,14.0,1.7,1,0,0,398.4752136752137
06-0000038972,1,0,1,7.0,0.147945205,0,0,0,318.78017094017093
06-0000038361,1,1,1,7.0,0.089041096,0,3,0,417.0008547008548
06-0000013152,1,1,1,7.0,0.110958904,0,2,0,318.78017094017093
06-0000022107,1,1,1,2.0,0.0,0,10,0,39.84752136752137
06-0000038360,1,1,1,7.0,0.089041096,0,4,0,417.0008547008548
06-0000038973,1,1,1,7.0,0.147945205,0,2,0,318.78017094017093
06-0000013654,1,1,1,7.0,0.089041096,0,54,0,417.0008547008548
06-0000036835,1,1,1,7.0,0.089041096,0,12,0,417.0008547008548
06-0000013657,1,0,1,1.0,0.121917808,1,0,0,417.0008547008548
06-0000037734,1,0,1,5.0,0.395890411,1,0,0,398.4752136752137
06-0000013345,1,1,1,13.0,3.3164383560000004,0,16,0,153.25675213675214
