시도교육청코드,시도교육청명,행정구역명,학원교습소명,학원지정번호,학원명,개설일자,등록일자,등록상태명,휴원시작일자,휴원종료일자,정원합계,일시수용능력인원합계,분야명,교습계열명,교습과정목록명,교습과정명,인당수강료내용,수강료공개여부,기숙사학원여부,도로명우편번호,도로명주소,도로명상세주소,수정일
B10,서울특별시교육청,강서구,교습소,5061,신동중국어교습소,20040223,20040223,개원,,,16,8,입시.검정 및 보습,보통교과,중국어(중),보습,중국어(중):80000/ 중국어(중):160000/ 중국어(중):240000/ 중국어(중):380000/ 중국어(중):70000/ 중국어(중):140000/ 중국어(중):210000/ 중국어(중):330000/ 중국어(고):90000/ 중국어(고):180000/ 중국어(고):80000,N,,157810,서울특별시 강서구 허준로 198,가양플라자 404호일부 (가양동),20230226
B10,서울특별시교육청,강서구,교습소,3000039091,신미라수학교습소,20210525,20210525,개원,,,5,5,입시.검정 및 보습,보통교과,,보습,,Y,N,07570,서울특별시 강서구 공항대로53가길 7,/ 2층 일부 (등촌동),20230226
B10,서울특별시교육청,강서구,교습소,3000041734,신서당논술교습소,20220627,20220627,개원,,,56,8,입시.검정 및 보습,보통교과,,입시·논술,,Y,N,07805,서울특별시 강서구 마곡중앙4로 74,/ 307호 (마곡동/ 이웰메디파크),20230226
B10,서울특별시교육청,강서구,교습소,11050,신정마리음악교습소,20050826,20050826,개원,,,12,4,예능(대),예능(중),,음악,,Y,N,07745,서울특별시 강서구 곰달래로33길 60,/ 1층 (화곡동),20230226
B10,서울특별시교육청,강서구,교습소,2000007915,썬재즈앤피아노음악교습소,19980228,19980228,개원,,,30,5,예능(대),예능(중),피아노초급(바이엘),음악,,N,N,07595,서울특별시 강서구 방화대로34길 92,/ 3층 일부 (방화동/ 불해빌딩),20230226
B10,서울특별시교육청,강서구,교습소,24839,쎈수학러닝센터수명산파크수학교습소,20090727,20090727,개원,,,99,9,입시.검정 및 보습,보통교과,초등수학A,보습,초등수학A:168000/ 초등수학B:180000/ 초등수학C:188000/ 초등수학D:200000/ 초등수학E:190000/ 중등수학A:247000/ 중등수학B:290000/ 중등수학C:340000/ 중등수학D:250000/ 고등수학A:320000/ 고등수학B:400000,Y,N,157937,서울특별시 강서구 수명로1길 16,택지개발지구 4블럭 마곡수명산파트4단지상가 201호 (내발산동),20230226
B10,서울특별시교육청,강서구,교습소,3000034225,쎈수학러닝쎈터발산수학교습소,20190418,20190419,개원,,,96,8,입시.검정 및 보습,보통교과,초등수학1,보습,초등수학1:280000/ 초등수학2:270000/ 초등수학3:210000/ 초등수학4:150000/ 초등수학5:250000/ 초등수학6:210000/ 초등수학7:170000/ 초등수학8:150000/ 중등수학1:300000/ 중등수학2:310000/ 중등수학3:240000/ 중등수학4:250000/ 중등수학5:210000/ 중등수학6:170000,Y,N,07632,서울특별시 강서구 공항대로36길 73,/ 104호일부 (내발산동/ 문성빌라),20230226
B10,서울특별시교육청,강서구,교습소,3000030336,쏙쏙논술교습소,20171114,20171114,개원,,,3,3,입시.검정 및 보습,보통교과,초등논술,보습·논술,초등논술:70000,Y,N,07754,서울특별시 강서구 강서로16길 88,/ 1층 일부 (화곡동),20230226
B10,서울특별시교육청,강서구,교습소,26526,쑥쑥수학교실수학교습소,20091119,20091119,개원,,,24,6,입시.검정 및 보습,보통교과,,보습,초등A:90000/ 초등B:140000/ 초등C:180000/ 초등D:200000/ 초등수학5:150000/ 초등수학6:180000,N,N,157280,서울특별시 강서구 우장산로4길 83,1층 일부 (내발산동),20230226
B10,서울특별시교육청,강서구,교습소,2000008950,씨스꿀컴퓨터교습소,19970228,19970228,개원,,,7,7,기타(대),기타(중),컴퓨터,컴퓨터(소),,Y,N,07631,서울특별시 강서구 공항대로 194,/ 208호 (마곡동/ 문영 퀸즈파크12차),20230226
B10,서울특별시교육청,강서구,교습소,3000028933,아!창작코딩교육마곡컴퓨터교습소,20170427,20170427,개원,,,117,9,기타(대),기타(중),컴퓨터기초,컴퓨터(소),,Y,N,07808,서울특별시 강서구 공항대로 140,/ 업무시설2동 1202동 208호 (마곡동/마곡엠밸리12단지),20230226
B10,서울특별시교육청,강서구,교습소,3000012020,아뜰리에미술교습소,20110906,20110906,개원,,,18,6,예능(대),예능(중),미술,미술,,Y,N,157859,서울특별시 강서구 양천로67길 99,4층 일부 (염창동),20230226
B10,서울특별시교육청,강서구,교습소,3000031640,아띠랩미술교습소,20180420,20180420,개원,,,36,9,예능(대),예능(중),미술회화1,미술,미술회화1:75000/ 미술회화2:135000/ 미술초급:80000/ 미술기초:100000,Y,N,07586,서울특별시 강서구 공항대로41길 51,/ 4층 403호 (등촌동/ 세신그린코아빌딩),20230305
B10,서울특별시교육청,강서구,교습소,21956,아르떼음악교습소,20080924,20080924,개원,,,4,4,예능(대),예능(중),음악,음악,,N,N,157812,서울특별시 강서구 송정로 34,2층일부 (공항동),20230226
B10,서울특별시교육청,강서구,교습소,3000039358,아르틴음악교습소,20210707,20210707,개원,,,21,7,예능(대),예능(중),,음악,,Y,N,07807,서울특별시 강서구 마곡중앙1로 20,/ 404호 (마곡동/ 마곡 M시그니처),20230226
B10,서울특별시교육청,강서구,교습소,20078,아름드리미술교습소,20080326,20080326,개원,,,56,9,예능(대),예능(중),초등미술1,미술,초등미술1:140000/ 초등미술2:130000/ 초등미술3:110000/ 초등미술4:90000/ 중등미술1(입시):180000/ 중등미술2(입시):100000/ 고등미술1(입시):640000/ 고등미술2(입시):480000,Y,N,157830,서울특별시 강서구 강서로47길 113,성호빌딩 302호 일부 (내발산동),20230226
B10,서울특별시교육청,강서구,교습소,3000029059,아엘음악교습소,20170515,20170515,개원,,,20,9,예능(대),예능(중),피아노(초급),음악,,Y,N,07808,서울특별시 강서구 공항대로 140,/ 업무시설1동 1201동 208호 (마곡동/ 마곡엠밸리12단지),20230305
B10,서울특별시교육청,강서구,교습소,2000008062,아이꿈음악교습소,20010816,20010816,개원,,,35,5,예능(대),예능(중),피아노(초급1),음악,피아노(초급1):130000/ 피아노(초급2):110000/ 피아노(중급1):140000/ 피아노(중급2):150000/ 피아노(고급):160000/ 플룻(입시):130000/ 바이올린(입시):130000,Y,N,07735,서울특별시 강서구 등촌로13바길 48,/ 1층 (화곡동),20230226
B10,서울특별시교육청,강서구,교습소,3000042820,아이맥스잉글리쉬영어교습소,20221208,20221208,개원,,,45,9,입시.검정 및 보습,보통교과,,보습,,Y,N,07586,서울특별시 강서구 공항대로41길 65,/ 3층301호 (등촌동/ 그랜드종합상가),20230226
B10,서울특별시교육청,강서구,교습소,4930,아이아트미술교습소,20030723,20030723,개원,,,22,8,예능(대),예능(중),미술1,미술,미술1:90000/ 미술2:120000/ 미술3:140000/ 도예:30000,Y,N,157937,서울특별시 강서구 수명로 76,/ 402호일부 (내발산동/서울메디스테이트빌딩),20230226
B10,서울특별시교육청,강서구,교습소,3000023850,아이파크그림아트스튜디오미술교습소,20150724,20150724,개원,,,27,9,예능(대),예능(중),미술(일반1),미술,미술(일반1):80000/ 미술(일반2):120000/ 미술(일반3):150000,Y,N,157794,서울특별시 강서구 등촌로 163,/ 제 주상가동 3층 301호 (등촌동/ 등촌동아이파크),20230226
B10,서울특별시교육청,강서구,교습소,3000010566,아인음악교습소,20110323,20110323,개원,,,25,9,예능(대),예능(중),바이엘,음악,바이엘:120000/ 체르니100:130000/ 체르니30:140000/ 체르니40:150000/ 듀오연주:170000,Y,N,157930,서울특별시 강서구 공항대로41길 76,402호 일부 (등촌동),20230226
B10,서울특별시교육청,강서구,교습소,3000029453,아토즈영어교습소,20170710,20170710,개원,,,10,6,입시.검정 및 보습,보통교과,초등영어,보습,,Y,N,07750,서울특별시 강서구 곰달래로31길 8,/ 4층 일부 (화곡동),20230226
B10,서울특별시교육청,강서구,교습소,3000019587,아트링융합미술교습소,20140317,20140317,개원,,,72,9,예능(대),예능(중),회화미술A,미술,,Y,N,07635,서울특별시 강서구 수명로 78,/ 401호 일부 (내발산동/ 새롬프라자),20230226
B10,서울특별시교육청,강서구,교습소,3000029985,아트아이창작소미술교습소,20170926,20170926,개원,,,45,9,예능(대),예능(중),초등기초1,미술,초등기초1:77000/ 초등기초2:139000/ 초등입시1:90000/ 초등입시2:162000/ 중등입시:108000,Y,N,07808,서울특별시 강서구 공항대로 124,/ 업무시설동 1층 1105-108호 (마곡동/마곡엠밸리11단지),20230319
B10,서울특별시교육청,강서구,교습소,3000040235,아트앤하트마곡엠밸리미술교습소,20211129,20211129,개원,,,88,8,예능(대),예능(중),고급미술A,미술,고급미술A:90000/ 고급미술B:100000/ 고급미술C:100000/ 고급미술D:110000/ 고급미술E:120000/ 고급미술F:130000/ 고급미술G:140000/ 고급미술H:150000/ 고급미술I:160000/ 고급미술J:170000/ 고급미술K:180000,Y,N,07808,서울특별시 강서구 공항대로 140,/ 204호 (마곡동/ 마곡엠밸리12단지업무시설 1동),20230226
B10,서울특별시교육청,강서구,교습소,3000042009,아트엘미술교습소,20220803,20220803,개원,,,18,9,예능(대),예능(중),,미술,,Y,N,07631,서울특별시 강서구 마곡중앙4로 22,/ A224호 (마곡동/ 파인스퀘어),20230226
B10,서울특별시교육청,강서구,교습소,3000030221,아트주미술교습소,20171103,20171103,개원,,,36,9,예능(대),예능(중),,미술,초등미술1:70000/ 초등미술2:90000/ 초등미술3:110000/ 초등미술4:130000/ 미술5:150000,Y,N,07677,서울특별시 강서구 초록마을로5길 7,/ 1층 일부 (화곡동),20230226
B10,서울특별시교육청,강서구,교습소,3000038586,아트클래스토토미술교습소,20210309,20210309,개원,,,12,6,예능(대),예능(중),,미술,,Y,N,07807,서울특별시 강서구 마곡중앙1로 20,/ 413호 (마곡동/ 마곡 M시그니처),20230226
B10,서울특별시교육청,강서구,교습소,3000029540,아트필미술교습소,20170725,20170725,개원,,,56,7,예능(대),예능(중),미술A,미술,미술A:90000/ 미술B:180000/ 미술C:150000/ 미술D:100000/ 미술E(입시):100000/ 미술F(입시):210000/ 초등미술:160000/ 초.중등미술(입시):110000,Y,N,07703,서울특별시 강서구 화곡로13길 107,/ 제상가에이 206호 (화곡동/ 화곡푸르지오),20230226
B10,서울특별시교육청,강서구,교습소,24838,아트홍대미술교습소,20090710,20090710,개원,,,88,9,예능(대),예능(중),미술(초저2),미술,,Y,N,157863,서울특별시 강서구 공항대로59다길 83,1층 일부 (염창동),20230226
B10,서울특별시교육청,강서구,교습소,10392,아트홍익미술교습소,20050507,20050507,개원,,,45,9,예능(대),예능(중),,음악,,Y,N,157860,서울특별시 강서구 양천로73길 56-2,1층 (염창동),20230226
B10,서울특별시교육청,강서구,교습소,3000028751,아티트럼펫교습소,20170404,20170404,개원,,,1,2,예능(대),예능(중),트럼펫,음악,,Y,N,07524,서울특별시 강서구 강서로 532,/ 상가동 107호 (가양동/ 동신아파트/대아아파트),20230312
B10,서울특별시교육청,강서구,교습소,3000042029,아티하우스(ARTIHAUS)미술교습소,20220805,20220805,개원,,,70,7,예능(대),예능(중),미술A,미술,미술A:100000/ 미술B:110000/ 미술C:130000/ 미술D:140000/ 미술E:150000/ 미술F:170000/ 미술G:180000/ 미술H:200000/ 미술I:220000/ 미술J:240000,Y,N,07808,서울특별시 강서구 공항대로 124,/ 업무시설동 1106-204호 (마곡동/ 마곡엠밸리11단지),20230226
B10,서울특별시교육청,강서구,교습소,3000035101,안다영어교습소,20190827,20190827,개원,,,21,7,국제화,외국어,,실용외국어(유아/초·중·고),,Y,N,07536,서울특별시 강서구 양천로69길 58,/ 염창동아아파트상가 301호 일부 (염창동/ 염창동아아파트),20230226
B10,서울특별시교육청,강서구,교습소,3000020245,안쌤과학교습소,20140530,20140530,개원,,,18,3,입시.검정 및 보습,보통교과,초등과학,보습,초등과학:70000/ 중등과학:150000/ 초등과학:56000/ 초등과학:77000/ 중등과학:114000/ 중등과학A:91200,Y,N,157280,서울특별시 강서구 우장산로2길 24,/ 1층 일부(중간) (내발산동),20230226
B10,서울특별시교육청,강서구,교습소,3000041874,알맹이수학교습소,20220715,20220715,개원,,,24,8,입시.검정 및 보습,보통교과,초등(1),보습,초등(1):210000/ 초등(2):180000/ 중등:310000,Y,N,07536,서울특별시 강서구 양천로69길 58,/ 상가동 308호 (염창동/ 염창동아아파트),20230226
B10,서울특별시교육청,강서구,교습소,3000017385,알바트로스수학교습소,20130604,20130604,개원,,,12,4,입시.검정 및 보습,보통교과,수학(초등),보습,,,N,157915,서울특별시 강서구 까치산로 127,/ 2층 일부 (화곡동),20230305
B10,서울특별시교육청,강서구,교습소,3000017562,알유티씨영어교습소,20130626,20130626,개원,,,49,8,입시.검정 및 보습,보통교과,영어초4일반,보습,,Y,N,157894,서울특별시 강서구 등촌로13바길 28-3,/ 1층일부 (화곡동),20230226
B10,서울특별시교육청,강서구,교습소,3000037774,알풀만수학교습소,20201029,20201029,개원,,,30,6,입시.검정 및 보습,보통교과,초등수학A,보습,초등수학A:200000/ 중등수학B:250000/ 고등수학K:320000/ 고등수학S:360000/ 고등수학J:400000,Y,N,07587,서울특별시 강서구 공항대로41길 44,/ 402호 (등촌동/ 아카데미프라자),20230319
B10,서울특별시교육청,강서구,교습소,3000022711,애드나인실용음악교습소,20150316,20150313,개원,,,9,9,예능(대),예능(중),재즈피아노초급,음악,,Y,N,07540,서울특별시 강서구 양천로 687,/ 301호 (염창동),20230226
B10,서울특별시교육청,강서구,교습소,3000038585,애플국어/박지연논술교습소,20210309,20210309,개원,,,28,7,입시.검정 및 보습,보통교과,논술(초2),보습·논술,논술(초2):120000/ 논술(초3):120000/ 논술(초5):150000/ 논술(초6):150000,Y,N,07609,서울특별시 강서구 초원로 39,/ 4층 (방화동),20230226
B10,서울특별시교육청,강서구,교습소,27943,애플미술교습소,20100316,20100316,개원,,,32,9,예능(대),예능(중),일반미술1,미술,일반미술1:100000/ 일반미술2:130000/ 일반미술3:160000/ 입시미술:80000,Y,N,157752,서울특별시 강서구 허준로 23,한강아파트 상가동 2층 209호 (가양동),20230226
B10,서울특별시교육청,강서구,교습소,3000022991,애플수학교습소,20150413,20150413,개원,,,14,7,입시.검정 및 보습,보통교과,,보습,,Y,N,157851,서울특별시 강서구 초원로 39,/ 3층 (방화동/ 교회복지사협회),20230226
B10,서울특별시교육청,강서구,교습소,3000016496,앨리스미술창작소미술교습소,20130225,20130225,개원,,,5,5,예능(대),예능(중),미술초등,미술,미술초등:75000,,N,157933,서울특별시 강서구 수명로1길 110,/ 마곡수명산파크3단지 201호 (내발산동/마곡수명산파크3단지),20230226
B10,서울특별시교육청,강서구,교습소,3000023646,앨리의행복한영어교습소,20150708,20150708,개원,,,6,6,입시.검정 및 보습,보통교과,,보습,,Y,N,157904,서울특별시 강서구 곰달래로31가길 20,/ 1층일부 (화곡동),20230226
