crosswalk_id,gu_code,dong_code,roadname,change_id,crossroad_code,X_cord,Y_cord,lon,lat
06-0000039032,500.0,10900.0,849-1도,104052,,182847.000381871,552510.147191882,126.80583094797964,37.57197464332253
06-0000003143,500.0,10900.0,531-1도,2076,,182852.91246833606,552578.158075333,126.80589628110864,37.57258752455673
06-0000003143,500.0,10900.0,531-1도,95143,,182852.91246833606,552578.158075333,126.80589628110864,37.57258752455673
06-0000037730,500.0,10900.0,531-1도,94876,2904.0,182854.52499990046,552578.5999941506,126.80591452441378,37.5725915362116
06-0000037730,500.0,10900.0,769-26 도,97077,,182855.277833603,552578.588166572,126.8059230466659,37.57259144365653
06-0000027394,500.0,10900.0,849-1도,27795,,182855.55990015,552515.742989851,126.80592770894049,37.572025220221256
06-0000014042,500.0,10900.0,642-1도,11921,,182857.910136235,551851.891523449,126.80596982929413,37.56604402606372
06-0000014042,500.0,10900.0,542-2학,93002,,182861.093486341,551853.031753807,126.80600583459044,37.56605435864711
06-0000014042,500.0,10900.0,642-1도,93252,,182861.73095125894,551852.4646419879,126.80601306322663,37.56604926087745
06-0000027395,500.0,10900.0,849-1도,27796,,182868.07079737305,552504.37566559,126.80606959510101,37.571923034501815
06-0000014043,500.0,10900.0,635-2도,11962,,182881.81846574397,551682.141842892,126.80624440595136,37.564515041201545
06-0000014043,500.0,10900.0,648-46대,65910,2875.0,182883.653977154,551682.406614661,126.80626517527122,37.564517460865076
06-0000027389,500.0,10900.0,769-26 도,76777,,182905.271216334,552594.758350381,126.80648858803195,37.57273806437134
06-0000027389,500.0,10900.0,769-26 도,23412,,182905.271216334,552594.758350381,126.80648858803195,37.57273806437134
06-0000002366,500.0,10900.0,849-2도,5852,,182906.279214782,552515.612202222,126.80650184342907,37.57202498427132
06-0000027389,500.0,10900.0,산167임,97079,,182906.766989225,552594.977399029,126.80650551490612,37.57274006573087
06-0000027389,500.0,10900.0,496-8도,97078,,182907.14470076398,552594.978750121,126.80650979052677,37.57274008491196
06-0000014044,500.0,10900.0,618-9도,11963,,182911.00598207398,551645.4252512279,126.80657562434271,37.56418476967213
06-0000014044,500.0,10900.0,618-9도,93259,,182911.00598207398,551645.4252512279,126.80657562434271,37.56418476967213
06-0000014247,500.0,10800.0,74-5잡,11261,,182911.37966754,551040.8815189521,126.80659393459169,37.55873788848809
06-0000014044,500.0,10900.0,648-17도,93322,,182912.54838161802,551646.028723111,126.80659306807856,37.56419023550061
06-0000003145,500.0,10900.0,624-13잡,13412,,182917.24917958802,551414.480103779,126.8066516661838,37.562104089680254
06-0000003145,500.0,10900.0,617-16대,94882,150.0,182918.486535945,551416.925848127,126.80666561398432,37.562126148562456
06-0000003145,500.0,10900.0,623-27잡,94881,,182918.49877310198,551415.715065469,126.80666578067785,37.562115239740656
06-0000014249,500.0,10800.0,61-281 잡,11685,,182936.70810239,551089.803981362,126.8068794583257,37.55917914517632
06-0000014045,500.0,10900.0,620-260답,92935,,182938.221602753,551542.777522682,126.80688605419499,37.56326042689216
06-0000014045,500.0,10900.0,620-261답,11964,,182938.221602753,551542.777522682,126.80688605419499,37.56326042689216
06-0000037813,500.0,10900.0,623-5전,96101,,182942.004362036,551402.7964044589,126.80693212387699,37.56199927905453
06-0000037813,500.0,10900.0,623-5전,94880,,182942.00939975894,551402.876328278,126.80693217903702,37.5619999992546
06-0000037742,500.0,10900.0,623-5전,96285,,182942.36650361397,551401.568373828,126.80693625124184,37.56198822130533
06-0000037742,500.0,10900.0,623-5전,93326,,182942.36650361397,551401.568373828,126.80693625124184,37.56198822130533
06-0000013805,500.0,10900.0,624-2잡,97153,,182942.39158294894,551349.267677016,126.80693775105831,37.56151699690953
06-0000013805,500.0,10900.0,624-2잡,12126,,182942.39158294894,551349.267677016,126.80693775105831,37.56151699690953
06-0000037813,500.0,10900.0,616-22대,100913,150.0,182942.74649748602,551400.382171499,126.80694057968986,37.56197754075581
06-0000037742,500.0,10900.0,623-5전,96282,,182943.064775556,551401.0688511371,126.8069441660791,37.5619837335716
06-0000037813,500.0,10900.0,623-5전,96100,,182943.765329638,551402.324308454,126.80695206594577,37.56199505810057
06-0000037745,500.0,10900.0,624-2잡,94886,,182951.074726068,551348.288898195,126.80703605126236,37.56150833885829
06-0000037745,500.0,10900.0,624-2잡,94887,,182951.119414522,551348.453552575,126.80703655322857,37.561509823207054
06-0000037745,500.0,10900.0,613-2대,93588,150.0,182951.63528082802,551348.61065818,126.80704238825008,37.5615112482578
06-0000013798,500.0,0.0,,24262,,182952.616346721,551397.132565478,126.80705236470921,37.561948444695
06-0000013798,500.0,10900.0,624-2잡,12083,,182952.616346721,551397.132565478,126.80705236470921,37.561948444695
06-0000037745,500.0,10900.0,624-2잡,96287,,182952.849401124,551351.2287706321,126.80705606906108,37.561534859688436
06-0000029139,500.0,10900.0,623-5전,65909,,182953.93723859,551401.51616422,126.8070672130517,37.56198796497959
06-0000029139,500.0,10900.0,623-5전,24264,,182953.93723859,551401.51616422,126.8070672130517,37.56198796497959
06-0000037769,500.0,10900.0,623-5전,93327,,182954.276994622,551399.868412155,126.80707109678212,37.561973125157024
06-0000037769,500.0,10900.0,623-5전,96098,,182954.276994622,551399.868412155,126.80707109678212,37.561973125157024
06-0000037741,500.0,10900.0,623-5전,96281,,182955.056861365,551399.484891677,126.80707993242572,37.56196968409336
06-0000037741,500.0,10900.0,623-5전,97154,,182955.056861365,551399.484891677,126.80707993242572,37.56196968409336
06-0000027390,500.0,10900.0,495-41도,23413,,182961.893378885,552601.904071693,126.8071293785042,37.57280349550363
06-0000027390,500.0,10900.0,495-41도,76778,,182961.893378885,552601.904071693,126.8071293785042,37.57280349550363
06-0000027390,500.0,10900.0,807대,97076,2903.0,182963.52136975105,552602.56673299,126.80714779179806,37.572809496121394
06-0000013797,500.0,10900.0,620-6구,93258,,182963.725103418,551433.561392745,126.80717725054359,37.56227687074576
06-0000013797,500.0,10900.0,620-6구,15074,,182963.725103418,551433.561392745,126.80717725054359,37.56227687074576
06-0000037743,500.0,10900.0,623-5전,96284,,182964.465253815,551407.954160996,126.80718622238672,37.562046165445
06-0000037743,500.0,10900.0,623-5전,93325,,182964.465253815,551407.954160996,126.80718622238672,37.562046165445
06-0000037743,500.0,10900.0,623-5전,96283,,182964.465253815,551407.954160996,126.80718622238672,37.562046165445
06-0000037812,500.0,10900.0,616-26대,96099,150.0,182965.220419964,551398.2635009979,126.80719499456457,37.56195886737768
06-0000013802,500.0,10900.0,434-10잡,40778,,182968.85403817802,551351.0919677629,126.80723721579784,37.56153392299391
06-0000013802,500.0,10900.0,624-2잡,32709,,182969.354028466,551354.6919622021,126.80724279121937,37.561566367880545
06-0000025945,500.0,10900.0,769-26 도,19811,,182970.026021067,552593.821230181,126.80722162689956,37.572730820288456
06-0000025945,500.0,10900.0,769-26 도,95142,,182970.026021067,552593.821230181,126.80722162689956,37.572730820288456
06-0000013802,500.0,10900.0,434-10잡,97152,,182970.044913818,551349.794793708,126.80725072446668,37.56152225756996
06-0000013802,500.0,10900.0,434-10잡,46362,,182970.044913818,551349.794793708,126.80725072446668,37.56152225756996
06-0000013802,500.0,10900.0,624-2잡,32708,,182970.053552213,551355.040301673,126.80725070048156,37.561569519315746
06-0000002368,500.0,10900.0,849-2도,5853,,182970.760748128,552524.735997995,126.80723154829398,37.57210838288064
06-0000002368,500.0,10900.0,849-2도,74033,,182971.33110500398,552525.5528927561,126.80723798564554,37.57211575356286
06-0000002368,500.0,10900.0,849-2도,74034,,182971.41493438106,552525.5705930439,126.80723893416577,37.572115914590114
