crosswalk_id,bus,on_bus,off_bus,distance
06-0000037744,송정역,29.45853658536585,52.41951219512195,152.58408221407086
06-0000046874,우장산투웨니퍼스트오피스텔,74.63414634146342,138.7560975609756,152.58714451897887
06-0000030705,마곡한솔솔파크,6.7317073170731705,5.804878048780488,153.18060456510258
06-0000026760,목동사거리,125.1219512195122,239.5731707317073,153.2523047253879
06-0000045681,신방화역4번출구.마곡중학교,16.115183246073297,61.261780104712045,153.27447576267127
06-0000045703,발산역2번출구,188.78048780487805,103.02787456445994,153.3644637169516
06-0000028802,마곡.수명산파크3단지,16.341463414634145,177.85365853658536,153.43357735800691
06-0000003147,화곡전화국,43.21951219512195,14.731707317073171,153.57479216092437
06-0000045726,마곡동로사거리,58.84016393442623,182.88934426229508,154.0189019757459
06-0000015715,KBS스포츠월드,159.77551020408163,101.8938775510204,154.07835520633554
06-0000013797,공항시장,29.0565371024735,24.29328621908127,154.27116712893124
06-0000025503,발산어린이집,96.02439024390245,133.65853658536585,154.30237003772103
06-0000040240,화곡전화국,43.21951219512195,14.731707317073171,154.80952835592626
06-0000027396,개화산역,47.10119047619048,27.03273809523809,154.80974206262172
06-0000028784,수명중.고등학교,181.26829268292684,11.439024390243905,154.87906711468116
06-0000011606,서울항공비즈니스고등학교,48.78787878787879,62.25108225108225,155.00209177337513
06-0000037743,공항시장,29.0565371024735,24.29328621908127,155.15197482462804
06-0000047269,새마을금고,18.902439024390244,65.07317073170732,155.31200285750793
06-0000041700,마곡엠밸리5단지,23.463414634146343,66.27439024390245,155.33052548622885
06-0000032131,하이웨이주유소,71.4390243902439,98.4390243902439,155.40113831402132
06-0000030696,강서공업고등학교,78.79268292682927,11.439024390243905,155.46381786379746
06-0000013688,화곡역.현대주유소,164.09534368070953,127.2261640798226,155.56014725986336
06-0000049591,양천향교역,166.4878048780488,34.65853658536585,155.5762710018643
06-0000024504,마곡13단지힐스테이트아파트,71.29268292682927,43.14634146341464,155.64278726856185
06-0000052771,우장산월드메르디앙아파트,162.46341463414635,132.7560975609756,155.79740439823155
06-0000045858,마곡엠밸리4단지,38.09756097560975,137.609756097561,155.9177510327104
06-0000037812,공항시장,29.0565371024735,24.29328621908127,156.12135676889474
06-0000050357,개화산역,47.10119047619048,27.03273809523809,156.33200971933235
06-0000052456,관음삼성.보람더하임아파트,65.36585365853658,39.170731707317074,156.38766687599212
06-0000049642,마곡나루역,47.19512195121951,224.4878048780488,156.5817391105272
06-0000013155,공항동천주교회,31.28048780487805,66.65853658536585,156.64684924393495
06-0000028070,관음삼성.보람더하임아파트,65.36585365853658,39.170731707317074,157.17633760844788
06-0000013439,등촌동부영아파트,123.65853658536584,63.04878048780488,157.2022839281975
06-0000025502,발산어린이집,96.02439024390245,133.65853658536585,157.28696406795245
06-0000003144,화곡전화국,43.21951219512195,14.731707317073171,157.40415427928139
06-0000045724,마곡동로사거리,58.84016393442623,182.88934426229508,157.40926014673911
06-0000045679,신방화역4번출구.마곡중학교,16.115183246073297,61.261780104712045,157.4857419551732
06-0000013132,KBS스포츠월드,159.77551020408163,101.8938775510204,157.5947631316357
06-0000013516,방화동도시개발2단지아파트,55.69918699186992,127.89430894308944,157.60433402624201
06-0000012969,신방화역7번출구,43.3780487804878,43.10365853658536,157.60643720716396
06-0000013802,송정역,29.45853658536585,52.41951219512195,157.695602595999
06-0000024253,염창역1번출구.강서평생학습관,407.8589743589744,1.8974358974358971,158.22093922304262
06-0000014042,방화중학교,80.02439024390245,10.975609756097562,158.25783647442415
06-0000038101,개화역1번출구.개화검문소,63.25284738041002,2.915717539863326,158.26103935346484
06-0000049318,영인운수.차고지,1.4634146341463414,0.073170731707317,158.2766111374825
06-0000027397,개화산역,47.10119047619048,27.03273809523809,158.34460562119997
06-0000045821,강서세무서.공항초교,9.048780487804878,23.365853658536587,158.39034328012622
06-0000050016,화곡동유림아파트,91.04878048780488,88.04268292682927,158.39681651834198
06-0000013038,개화산역,12.48780487804878,28.75,158.47839151225128
06-0000044702,강서세무서,0.3529411764705882,1.1764705882352942,158.77966104230126
06-0000050945,경복비즈니스고등학교,84.11219512195122,72.39024390243902,158.87424910952848
06-0000011871,염창역2번출구,21.682926829268293,629.780487804878,158.92039198979217
06-0000026761,목동사거리,216.41463414634143,193.450110864745,159.24374815100083
06-0000013091,가양도시개발9단지.세현고등학교,62.15243902439025,74.84756097560975,159.252622836806
06-0000028878,동아1.2차아파트,160.02439024390245,231.90243902439025,159.48787062792607
06-0000045296,서남물재생센터,7.59349593495935,13.926829268292684,160.36249915224016
06-0000013506,서광아파트,39.073170731707314,0.1463414634146341,160.410430166258
06-0000045719,LG사이언스파크,55.707317073170735,96.7560975609756,160.65498023875045
06-0000013049,생태공원,9.585365853658535,4.7073170731707314,161.0505782445269
06-0000039076,KBS스포츠월드,115.60975609756098,172.39837398373984,161.126339856428
06-0000032138,KBS스포츠월드,115.60975609756098,172.39837398373984,161.13370298301655
06-0000024254,목2동주민센터,47.86585365853659,784.1341463414634,161.1553083541731
06-0000012997,양동중학교,10.329268292682928,95.3780487804878,161.19957520288463
06-0000039222,화곡중앙골목시장,255.2780487804878,179.9121951219512,161.32872030098517
06-0000013133,가양역.마포중고등학교,432.1587301587302,247.9904761904762,161.81145884845142
06-0000029769,다솔마을.강서농수산물도매시장,55.26829268292683,83.3170731707317,161.83462985233007
06-0000028778,마곡수명산파크5단지6단지,176.98373983739836,19.96747967479675,161.96373236627278
06-0000052454,관음삼성.보람더하임아파트,65.36585365853658,39.170731707317074,161.9985286231009
06-0000036042,이마트.강서소방서,38.479674796747965,55.46341463414634,162.09755391267058
06-0000044385,마곡엠밸리15단지아파트,90.57723577235772,40.69918699186992,162.15200587886432
06-0000012939,가양2단지성지아파트.동양고등학교,107.86585365853658,48.10365853658536,162.4456668014507
06-0000028880,염창중학교,57.78048780487805,137.58536585365854,162.63331576560438
06-0000011870,염창역2번출구,21.682926829268293,629.780487804878,162.65147943996683
06-0000019028,목동사거리,125.1219512195122,239.5731707317073,162.78325833750827
06-0000028879,염창중학교,57.78048780487805,137.58536585365854,162.80227988117804
06-0000045713,마곡동로사거리,49.59071729957806,55.063291139240505,162.8516223953348
06-0000045721,마곡동로사거리,58.84016393442623,182.88934426229508,163.40304480836738
06-0000026905,한마음아파트,66.04878048780488,103.73170731707316,163.69389738991708
06-0000026904,한마음아파트,66.04878048780488,103.73170731707316,163.75708307732125
06-0000040053,아이파크아파트.백석중학교.실로암안과,109.09756097560977,156.7439024390244,163.90882510478102
06-0000024503,공진초등학교,15.951219512195122,2.048780487804878,164.00376563558007
06-0000011605,서울항공비즈니스고등학교,48.78787878787879,62.25108225108225,164.10906453278557
06-0000050018,공진초등학교,15.951219512195122,2.048780487804878,164.34588568365743
06-0000045716,마곡동로사거리,49.59071729957806,55.063291139240505,164.51165419823207
06-0000045720,마곡동로사거리,58.84016393442623,182.88934426229508,164.68051317047946
06-0000025501,발산어린이집,96.02439024390245,133.65853658536585,164.77267234289684
06-0000050025,공진초등학교,15.951219512195122,2.048780487804878,164.81981519394245
06-0000014023,서울방화초등학교,5.024390243902439,9.195121951219512,165.4001189764376
06-0000037741,공항시장,29.0565371024735,24.29328621908127,165.8215783479353
06-0000028803,마곡.수명산파크3단지,16.341463414634145,177.85365853658536,166.07941752764017
06-0000028774,수명산파크5단지아파트,363.6829268292683,22.82926829268293,166.18828260843634
06-0000050953,마곡수명산파크5단지.6단지,359.9756097560976,23.02439024390244,166.4932407470667
06-0000037769,공항시장,29.0565371024735,24.29328621908127,166.514705698973
06-0000029139,공항시장,29.0565371024735,24.29328621908127,166.5523355333547
06-0000049606,LG사이언스파크,44.78048780487805,66.97560975609755,166.5905543155856
06-0000025604,등촌중학교.한국임업진흥원,56.12682926829268,75.21463414634147,166.7861101247422
06-0000028781,마곡수명산파크5단지.6단지,359.9756097560976,23.02439024390244,166.89905884304181
06-0000012130,신월동기점,0.0625,1.1875,167.1152384545664
06-0000028782,수명중.고등학교,181.26829268292684,11.439024390243905,167.37964575084413
