lat,lon
37.55099237445596,126.81769144748237
37.55205067998643,126.85007952146849
37.56749952272746,126.81671677424372
37.570156102528244,126.85143457873326
37.5578592408092,126.86175577550868
37.53245463732129,126.83940295075855
37.53816861334603,126.84512659675046
37.56126959439579,126.84672635649761
37.570814958417394,126.81141929328237
37.55701709596853,126.82656571400544
37.57131590345904,126.82780683704571
37.55351257848884,126.8435002245415
inf,inf
37.53054676759991,126.84754670434506
37.55856008607656,126.8382251505612
37.58115995905545,126.79895742018091
37.56706226952067,126.8163616081864
37.56074452347697,126.81639953774278
37.55349165834545,126.83995266150981
37.54713966203044,126.87208566214784
37.572210230233196,126.80767286487753
37.552621249388956,126.85150285128455
37.55034513944132,126.86707551516872
37.58323204091552,126.8245352324888
37.556851091823674,126.84809715479814
37.581790655016235,126.79777669643406
37.545058408894356,126.84358256782622
37.54716955813623,126.84991572374979
37.55324561511029,126.8148153562443
37.57001252972774,126.8511783169608
37.567550501408334,126.85570465610932
37.55696049085241,126.84880052471415
37.572220538405226,126.80369278581445
37.587951468416506,126.79894377212028
37.53739403231068,126.8486773613315
37.57124423442398,126.80381544139496
37.55592197535227,126.85254086586356
37.55252339468228,126.81569564083809
37.55821097261056,126.84700891399218
37.56751699202029,126.81775093584903
37.53439738840343,126.845055456992
37.54603238926088,126.84737034141514
37.58322059113863,126.82134924751826
37.546487468130024,126.862687162207
37.53068773215877,126.84632343039196
37.567520688127594,126.81557305499507
37.57208400816454,126.82049279217013
37.54718819248895,126.84849189758913
37.55683259584869,126.8577942878201
37.56981030650935,126.80665779149707
37.58378172753654,126.81636119961745
37.55070553713295,126.84868833894149
37.54995832624167,126.84828104105591
32.573926769846786,124.87027781269423
37.554969597529755,126.85510348848946
37.56811827315703,126.81311311118822
37.57009600658786,126.81672198269358
37.5610371587781,126.81829878779939
37.559894790287714,126.8231071822976
37.54986233811442,126.83113377200289
37.5488085627992,126.82022742992214
37.550434755537665,126.86995206550779
37.5478910206591,126.84950305506753
37.54949978281633,126.87284085053307
37.535762519740445,126.849891406699
37.59413650862575,126.80053360379894
37.560206883139394,126.83865483460097
37.530320349616844,126.84163428920175
37.55519300251387,126.8652027582649
37.56403178465028,126.85430539038506
37.57336727988072,126.81033922960518
37.546797323384006,126.82194418390166
37.59183715090236,126.80382077775955
37.591146606755665,126.80176157979676
37.532148930246116,126.86028698504431
37.58652475754533,126.81512012496856
37.540587555622224,126.83748071923961
37.530650925937394,126.84752434262363
37.577120126985236,126.80009422870211
37.558568556700266,126.83829315673037
37.55469021913465,126.85598505173411
37.55234132876114,126.84910174345757
37.54950479552369,126.86798434523757
37.539423846425436,126.84230568460302
37.57858857829424,126.81139666004746
37.547599403693766,126.87161417483681
37.563464451824025,126.85677200697626
37.54358143048864,126.84408093445752
37.53567325124714,126.85694924294825
37.5635727790123,126.86221042805448
37.53389837948625,126.85401097505579
37.53776452147591,126.83966302142713
37.537283758204325,126.84000258300158
37.56197763716991,126.84502820711687
37.53596366768318,126.86320520202942
37.56502365129424,126.85107924911928
37.54275498783602,126.86269355872741
37.56444407126729,126.84899146904587
37.57884434554194,126.81957544004719
37.5567105066219,126.81640222077556
37.55030095189801,126.87368189348551
37.55617214047351,126.8126487170926
37.58148013439288,126.79786193177596
37.54522388911509,126.83637746576244
37.545403256035456,126.83666692695398
37.55969987033263,126.82689835793784
37.579595460929625,126.79953141143363
37.528206954847946,126.84326727882238
37.54121441134018,126.838460537951
37.557088527326016,126.8527119433136
37.54902040203044,126.85135122669227
37.55020626029144,126.83869348004359
37.57758672767693,126.8162129353055
37.56832584704054,126.84169033061623
37.547863472516454,126.84652445793246
37.5524927417569,126.84878513141612
37.56688993070728,126.85053540538594
37.55700826523656,126.84955872972209
37.544051373136114,126.83306104951718
37.53392934183548,126.84705120950228
37.588390665351795,126.81216364075877
37.55110399565731,126.84916828361929
37.54794244442342,126.83590416500897
37.53348953191645,126.85262559792436
37.5559257564813,126.85230126003277
37.53850388890325,126.8425404243744
37.53554644866707,126.84013414652813
37.57793109411225,126.81266360838654
37.5790524756289,126.81695402769087
37.5541469416036,126.86316337150029
37.57324452054709,126.82281685941169
37.54838535458565,126.8467330566662
37.55115051298184,126.8491581938577
37.54015677730933,126.84160860716595
37.56596442644693,126.85853519703569
37.55852671505606,126.8388049153833
37.545536424616024,126.83684430279091
37.547397233674566,126.8721885177446
37.55589263639904,126.85524083280107
37.54650585734568,126.84508219153577
37.54344793807742,126.8226748906541
37.55656877163306,126.85830860351331
37.549476680810145,126.82402817940003
37.56514168429152,126.85908516651536
37.54971417204073,126.85159326143227
37.57260772789192,126.80607618285836
37.5537307795558,126.85146477468791
37.57046012339887,126.8381772163657
37.55706549573295,126.8595635693845
37.56713000408158,126.82818672740329
37.54243263744193,126.83466080298861
37.54934486650397,126.84712899820731
37.56407632517391,126.82029255788483
37.54234347766487,126.86160714963768
37.544130293674414,126.84440341794097
37.5593917272811,126.85860482973936
37.561138412312964,126.83948595516952
37.558414105621964,126.83815733091184
37.55830862723404,126.838673072692
37.5518022861932,126.8179344024277
37.54038776715763,126.86345772583863
37.53670181259454,126.84819599676025
37.56271867705501,126.80721453674016
37.561244836305285,126.81236033373104
37.556960876419204,126.85287927789474
37.557925296548774,126.86117377645577
37.52684701041454,126.84157799422111
37.5635400249665,126.8430787258809
37.55747458301166,126.85600419475918
37.552618162419556,126.8702652773185
37.534029548556106,126.85844606754044
37.55615860483228,126.81354633618125
37.55255747460169,126.8474164492946
37.56255127594412,126.79890142503727
37.5446260238877,126.84380554049079
37.547044979481015,126.87444606739798
37.5508866885339,126.84968261676958
37.57135328139059,126.8155693325534
37.56250149108074,126.86464577780474
37.57403678752109,126.81642757301705
37.53700382090769,126.85962983101821
37.53266242173131,126.84650583151424
37.545294924581356,126.84772116341664
37.55273110890685,126.81880320554708
37.572993722836394,126.81562822627177
37.56778598698662,126.81311348861684
37.55817649617778,126.86041034760824
37.549016925307804,126.87226896925563
37.56741147080154,126.84295469226663
37.56948843875737,126.81524600655702
37.53202716401179,126.85341453917235
37.561680764758506,126.80730949122977
37.56882368952345,126.82223213700799
37.56244103183707,126.85537542250079
37.55686365376059,126.85089713508484
37.528816939014725,126.84809915766415
37.56276300308967,126.8521144055416
37.55504315235393,126.8744812508855
37.55126127950525,126.84926378509736
37.53731225837757,126.8367281248268
37.56833920131951,126.84126404336189
37.567686802038295,126.84028953825559
37.56026477580622,126.86315393249832
37.54858438695119,126.85375349157577
37.53088333689832,126.85215349168853
37.557609863667075,126.8421760342262
37.56361888115007,126.80695098477659
37.5726026335203,126.82045588964004
37.563200766336244,126.82029164239798
37.528379216375875,126.85070061860752
37.551381220831516,126.85317124463515
37.530069440488575,126.86340399966326
37.5643906153826,126.80653020247826
37.532449474768185,126.86362189148524
37.556453485638784,126.86471994757302
37.52676463592023,126.84198117672375
37.5532116161494,126.85967563738643
37.54047571419622,126.83696208159711
37.54910772299865,126.83744025138695
37.544064419539694,126.84337270332244
37.572113207343804,126.8118187797981
37.54989756980647,126.82414474213117
37.54746054991891,126.81957131468472
